,Unnamed: 0,text,cmp_code,eu_code
420,614,Außen- und Verteidigungspolitik,H,
421,615,Germany's foreign policy must be aligned with German interests,H,
422,616,"Germany, as one of the world's important economic and cultural nations, is interested in maintaining good relationships with all countries",107,
423,617,And to promote the peaceful coexistence of the peoples.,106,
424,618,Die AfD bekennt sich zu den Werten der Charta der Vereinten Nationen und des Völkerrechts.,201.2,
425,619,"Insbesondere das Selbstbestimmungsrecht der Völker darf nicht durch die Agenden zwischenstaatlicher Organisationen, von NGOs und durch den Machtzuwachs großer, global agierender Konzerne ausgehöhlt werden.",109,
426,620,International relationships are in transition towards a multipolar world order.,104,
427,621,Sicherheitspolitisch ist dabei langfristig die Erlangung strategischer Autonomie für Deutschland und seine europäischen Partner anzustreben.,104,
428,622,"In this context, Germany must perceive its role in Europe responsibly.",108,
429,623,The AfD rejects the communication of European Foreign Affairs and Security Policy (GASP) and the European Foreign Service.,110,
430,624,A stable European Peace Ordinance requires a balanced cooperation with both the United States and Russia.,107,
431,625,Dabei sind die legitimen Sicherheitsinteressen aller europäischen Staaten zu berücksichtigen.,104,
432,626,"Auch die Vereinten Nationen sind so zu reformieren, dass den veränderten Gewichtungen in der Welt Rechnung getragen wird.",601.1,
433,627,Wir streben einen ständigen Sitz Deutschlands im Sicherheitsrat sowie die Abschaffung der gegen Deutschland gerichteten Feindstaatenklausel in der Charta der Vereinten Nationen an,601.1,
434,628,And want to cancel the UN Migration Pact (Global Compact for Migration).,109,
435,629,"The AfD calls for a strict compliance with the non -interference bid in internal affairs of states, also by non -state actors.",109,
436,630,Die Rolle der OSZE bei der Stabilisierung von Krisenregionen in Europa und seiner Peripherie hat sich dank des Konsensprinzips bewährt und muss ausgebaut werden.,107,
437,631,Wir setzen uns nachdrücklich für die Stärkung und Erweiterung der Kontrollmechanismen in der nuklearen und konventionellen Rüstung ein,104,
438,632,"sowie für die Neuverhandlung kürzlich ausgesetzter Verträge (INF, Open Skies).",104,
439,633,Der islamistische Terrorismus stellt weiterhin eine ernste Bedrohung der internationalen Staatengemeinschaft dar.,104,
440,634,Er muss mit allen zur Verfügung stehenden legalen Mitteln bekämpft werden.,104,
441,635,Das Verhältnis zu wichtigen Staaten im Wandel der Geopolitik,H,
442,636,Die Mitgliedschaft in der NATO und eine aktive Rolle Deutschlands in der OSZE sind bis auf Weiteres zentrale Elemente unserer Sicherheitsstrategie.,104,
443,637,Die NATO muss aber wieder ein reines Verteidigungsbündnis werden.,104,
444,638,The AfD advocates limiting NATO's area of application to the area of the alliance states.,105,
445,639,Die USA sind derzeit der stärkste Bündnispartner Deutschlands.,107,
446,640,Leitbild der Beziehungen zwischen unseren Ländern muss die Gleichberechtigung beider Partner sein.,107,
447,641,Sanction measures in the United States against Germany are unacceptable.,107,
448,642,"Im Einklang mit den US-Forderungen nach einer gerechten Verteilung der Lasten und den europäischen Bestrebungen nach mehr Mitsprache in der NATO ist es nur folgerichtig und im deutschen Interesse, die europäische Säule der NATO zu stärken.",104,
449,643,Eine Entspannung im Verhältnis zu Russland ist Voraussetzung für einen dauerhaften Frieden in Europa.,106,
450,644,It is in German and European interest to integrate Russia into an overall security policy structure.,104,
451,645,Wir setzen uns für die Wiederaufnahme regelmäßiger Gespräche im Rahmen des NATO-Russland-Rats ein.,104,
452,646,"Furthermore, the expansion and deepening of the trust and security-forming measures,",104,
453,647,die Kooperation im Bereich der Rüstungskontrolle,104,
454,648,und der Verzicht auf den Ausbau militärischer Infrastruktur in unmittelbarer Nähe der jeweiligen Interessenbereiche der Entspannung dienen.,105,
455,649,Die AfD tritt für die Aufhebung der EU-Sanktionen,107,
456,650,und den Ausbau der Wirtschaftsbeziehungen zu Russland ein.,107,
457,651,Die Fertigstellung und Inbetriebnahme der Gasleitung Nord Stream 2 halten wir für unverzichtbar.,107,
458,652,Die Volksrepublik China gewinnt für Deutschland vor allem als Handelspartner an Bedeutung.,107,
459,653,Mit dem Projekt der „Neuen Seidenstraße“ hat China ein Jahrhundertvorhaben gestartet.,107,
460,654,"Um hier mitgestalten zu können, setzt sich die AfD für eine offensive Beteiligung Deutschlands an dem Projekt ein.",411,
461,655,Die chinesische Seidenstraßen- Strategie von Ost nach West sollte Deutschland durch eine Initiative von West nach Ost ergänzen.,411,
462,656,Das gilt insbesondere für überregionale Infrastrukturprojekte.,107,
463,657,Die zunehmende Einflussnahme Chinas in der Welt ist eine Herausforderung.,107,
464,658,Eine Kooperation mit China darf nur unter Bedingungen der Gleichberechtigung und Fairness erfolgen.,107,
465,659,Das setzt insbesondere eine Angleichung der rechtlichen Rahmenbedingungen für Handel und Investitionen voraus.,107,
466,660,Ein weiterer Ausverkauf deutscher bzw. europäischer Technologie muss verhindert werden.,406,
467,661,Großbritannien wird auch nach dem Brexit wirtschaftlich eng mit Europa verflochten bleiben.,107,
468,662,Die AfD befürwortet daher die Pflege enger Beziehungen zum Vereinigten Königreich.,107,
469,663,Mögliche Blockaden und Strafmaßnahmen seitens der EU lehnen wir ab.,107,
470,664,Die Beziehungen zur Türkei sind schwierig und müssen neu gestaltet werden.,107,
471,665,Die Türkei gehört kulturell nicht zu Europa.,109,
472,666,"Ihre zunehmende Islamisierung gibt Anlass zur Sorge und zeigt, dass die Türkei sich noch weiter von Europa und der westlichen Wertegemeinschaft entfernt hat.",109,
473,667,Die AfD lehnt den Beitritt der Türkei zur EU daher ab und fordert das sofortige Ende aller Beitrittsverhandlungen.,109,
474,668,Wir unterstützen hingegen die Bemühungen der Visegrád-Staaten zur Bewahrung der europäischen Identität.,108,
475,669,Der Westbalkan als wichtiger Teil Europas wird zunehmend zum Interessengebiet fremder Mächte.,108,
476,670,"Um ihn zu stabilisieren, tritt die AfD für eine privilegierte Partnerschaft mit den Ländern der Region ein.",107,
477,671,Die sicherheitspolitische Zusammenarbeit mit ihnen muss auch in Bezug auf das Migrationsgeschehen vertieft werden.,104,
478,672,Eine Erweiterung der EU wird strikt abgelehnt.,110,
479,673,Wiederherstellung der Wehrfähigkeit Deutschlands,H,
480,674,Die deutschen Streitkräfte befinden sich in einem desolaten Zustand.,104,
481,675,Es fehlt an Personal und einsatzfähiger Ausrüstung.,104,
482,676,"Damit dem Hauptauftrag der Landes- und Bündnisverteidigung wieder Rechnung getragen werden kann, muss unsere Bundeswehr nicht nur finanziell gut ausgestattet sein,",104,
483,677,ihr muss die Eigenständigkeit insbesondere bei Material und Personal zurückgegeben werden.,104,
484,678,"Privatisierungen und Zentralisierungen gehören zurückgedreht und dürfen nur noch dort Anwendung finden, wo sie nachweisbar notwendig sind und die Einsatzfähigkeit der Truppe erhöhen.",104,
485,679,"Die Verantwortung muss wieder in die Hände der Inspekteure und Kommandeure, die für die Auftragserfüllung verantwortlich sind, gegeben werden.",104,
486,680,Die AfD lehnt nukleare Erstschlagvorbehalte ab,105,
487,681,und setzt sich für die globale Abschaffung von ABC-Waffen ein.,105,
488,682,"Ziel muss der Abzug aller Atomwaffen aus Deutschland,",105,
489,683,aber auch der auf Deutschland gerichteten atomaren Kurzstreckenwaffen sein.,105,
490,684,Damit würde die nukleare Teilhabe der Bundesrepublik obsolet.,105,
491,685,Die AfD fordert außerdem den Erhalt einer autonomen und leistungsfähigen wehrtechnischen Industrie in Deutschland.,104,
492,686,Insbesondere den neuen hybriden Bedrohungen und den Cyberattacken staatlicher und nichtstaatlicher Akteure muss durch eine massive Stärkung der Bundeswehr auf diesem Gebiet Rechnung getragen werden.,104,
493,687,"Die Bundeswehr soll wieder einen starken Korpsgeist, ihre Traditionen und deutsche Werte pflegen.",104,
494,688,"Die Tugenden des Soldaten sind Ehre, Treue, Kameradschaft und Tapferkeit.",104,
495,689,Die Bundeswehr muss die besten Traditionen der deutschen Militärgeschichte leben.,104,
496,690,"Sie helfen, soldatische Haltung und Tugenden – auch in der Öffentlichkeit – zu manifestieren.",104,
497,691,Militärisches Liedgut und Brauchtum sind Teil davon.,104,
498,692,Über mehr als fünf Jahrzehnte hat die Wehrpflichtarmee der Bundesrepublik Deutschland gute Dienste geleistet und für eine Verankerung der Streitkräfte in der Gesellschaft gesorgt.,104,
499,693,Die AfD tritt daher für die Wiedereinsetzung der Wehrpflicht ein.,104,
500,694,Die Wehrpflicht soll um ein Gemeinschaftsdienstjahr ergänzt werden.,606.1,
501,695,"Dieses soll Anwendung finden für Frauen sowie für Männer, die sich nicht für den Wehrdienst entscheiden.",606.1,
502,696,"Der Gemeinschaftsdienst soll in den Bereichen Pflege, Feuerwehr oder Technisches Hilfswerk geleistet werden.",606.1,
503,697,"Um Loyalitätskonflikte zu vermeiden, soll der Dienst in den Streitkräften ausschließlich Deutschen vorbehalten sein, die über keine andere Staatsangehörigkeit verfügen.",608.2,
504,698,Entwicklungspolitik: Stabilität als Sicherheits- und Wirtschaftsinteresse,H,
505,699,"Die AfD fordert einen grundsätzlichen Strategiewechsel in der Entwicklungspolitik, welcher auch deutschen Sicherheits- und Wirtschaftsinteressen Rechnung trägt.",109,
506,700,"Entwicklungspolitik wird vom Prinzip der Eigenverantwortung, der Achtung des Rechts auf Staatliche Selbstbestimmung und dem Respekt vor der kulturellen Identität aller Partner getragen.",107,
507,701,Hilfe soll Hilfe zur Selbsthilfe sein,107,
508,702,– und keine Unterstützung korrupter Systeme.,304,
509,703,Deutschland ist mit über 21 Milliarden Euro das zweitwichtigste Geberland für Entwicklungshilfe weltweit.,107,
510,704,"Dabei sollte die deutsche und europäische Entwicklungspolitik einen realistischen Blick auf die Bevölkerungsexplosion in Afrika wahren (von 1,2 Milliarden Einwohnern in 2015 auf 2,4 Milliarden in 2050), die auch durch eine optimierte Entwicklungspolitik von außen kaum beeinflusst werden kann.",109,
511,705,Der Erfolg der deutschen Entwicklungszusammenarbeit wird durch das strikte Prinzip der Nachfrageorientierung seitens der Partnerländer gesichert.,107,
512,706,Priorität besitzen langfristige Kooperationsvorhaben.,107,
513,707,Eine signifikante finanzielle Selbstbeteiligung der Partnerländer von mindestens 51% des gesamten Finanzierungsvolumens eines Projektes muss obligatorisch sein.,109,
514,708,Dieses muss messbare Ergebnisse liefern,109,
515,709,und sollte einer regelmäßigen unabhängigen Evaluierung unterzogen werden.,304,
516,710,Aufgrund der begrenzten Mittel soll vielmehr eine auch an deutschen Interessen orientierte Entwicklungspolitik auf ausgewählte Länder konzentriert werden.,109,
517,711,"Wichtige Kriterien sind dabei (a) ein niedriger Korruptionsindex,",304,
518,712,"(b) der pflegliche Umgang mit früheren Entwicklungsprojekten,",107,
519,713,"(c) Eigenanstrengungen im Bildungsbereich,",506,
520,714,"(d) die Offenlegung der Staatseinkünfte, insbesondere aus Bodenschätzen und",202.1,
521,715,(e) der bisherige Beitrag des Empfängerlandes zur regionalen Stabilität.,104,
522,716,Außerdem ist die Gewährung von Entwicklungshilfe an die Bereitschaft zur Rücknahme ausreisepflichtiger Migranten zu knüpfen.,601.2,
523,717,"Um dieses Konzept umsetzen zu können, will die AfD im Rahmen der EU-Reform die Entwicklungspolitik wieder ganz auf die nationale Ebene der Mitgliedstaaten verlegen.",110,
524,718,Deutschland muss seine wirtschaftlichen Stärken ausbauen,H,
525,719,"Die Weltwirtschaft befindet sich heute im Spannungsfeld zwischen einem weiteren Ausbau der globalen Verflechtungen oder ihrer maßvollen Rückführung in dezentrale, regional fokussierte Wertschöpfungsstrukturen.",301,
526,720,Deutsche Außenhandelspolitik muss dabei einen diskriminierungsfreien Zugang zu ausländischen Import- und Exportmärkten für deutsche Unternehmen gewährleisten.,407,
527,721,Das schließt den Zugang zu Rohstoffen und die Freiheit der Handelswege mit ein.,407,
528,722,"Ihre Kernaufgabe ist es daher, verlässliche Handelsregeln zu erhalten und gemäß den Interessen unseres Landes weiterzuentwickeln.",601.1,
529,723,"We reject ideologically motivated alone, such as the supply chain law.",401,
530,724,Wir fordern außerdem eine stärkere Kontrolle und Berücksichtigung gesamtwirtschaftlicher und verteidigungspolitischer deutscher Interessen bei der Übernahme deutscher Unternehmen durch ausländische Konzerne und Finanzinvestoren.,601.1,
531,725,Sicherheitsrelevante und grundversorgungsrelevante Bereiche müssen vor Übernahmen geschützt werden.,406,
532,726,"Entscheidungen ausländischer nationaler Gerichte mit extraterritorialer Wirkung betrachten wir als nichtig,",406,
533,727,einseitig verhängte Sanktionen gegen Wirtschaftsprojekte unseres Landes als völkerrechtswidrig.,406,
534,728,Foreign cultural and education policy in Germany,H,
535,729,The AfD wants to promote German culture and language abroad to a significantly stronger extent than before.,601.1,
536,730,"The Germans abroad, the Goethe Institutes and various cultural projects are intended to convey a positive picture of Germany in the world.",601.1,
537,731,Dabei können sowohl aktuelle Entwicklungen in den Wissenschaften und Künsten als auch unser reiches kulturelles Erbe für unser Land werben.,601.1,
538,732,"In view of increasing mobility in working life, it is also to be thought of Germans abroad and their children who want to be informed in their mother tongue.",601.1,
539,733,"Der Auftrag der Deutschen Welle und der Goethe-Institute, als Mittler deutscher Sprache und Kultur zu fungieren, darf nicht verwässert werden.",601.1,
540,734,Germany's foreign cultural policy must also pursue the goal of building bridges to other peoples and states.,107,
541,735,"Economy, politics, culture and, last but not least, tourism benefit from it.",107,
542,736,"A better understanding of our cultural values, traditions and history can create trust",601.1,
543,737,and recommend Germany as a reliable partner.,107,
544,738,Der Schutz und Ausbau der Sprachkenntnisse in Gebieten mit deutschen Minderheiten erfordern besondere Beachtung und Förderung.,601.1,
545,739,Die AfD bekennt sich ausdrücklich zur Fürsorgepflicht Deutschlands gegenüber deutschen Minderheiten,705,
546,740,und wird deren Interessen im Rahmen ihrer Politik nachdrücklich unterstützen.,705,
547,741,In den europäischen Institutionen muss die deutsche Sprache gemäß ihrer rechtlichen Stellung und ihrer Verbreitung auch tatsächlich den Verfahrenssprachen Englisch und Französisch gleichgestellt werden.,601.1,
548,742,Durch den Austritt Großbritanniens aus der EU hat diese Forderung noch mehr Nachdruck erhalten.,601.1,
549,743,Innere Sicherheit,H,
550,744,The terrorist attack on the Christmas market at the Berlin Memorial Church was the preliminary low point of an entire series of events that show that it is badly ordered for our security.,605.1,
551,745,"Die Gewaltexzesse der linksextremen „Antifa” und migrantischer Jugendbanden in den Straßen unserer Städte machen deutlich, wie sehr die innere Sicherheit Schaden genommen hat.",605.1,
552,746,"Zunehmende Straßengewalt, Terror und Kriminalität sind jedoch keine Naturereignisse, die man kritiklos hinnehmen muss.",605.1,
553,747,They are man -made and have causes that can be combated.,605.1,
554,748,That's exactly what we want to do.,605.1,
555,749,Fight left violence decisively,H,
556,750,Left -wing extremism increasingly exceeds the threshold of left -wing terrorism.,605.1,
557,751,Wir fordern daher verstärkte Anstrengungen im Kampf gegen den Linksextremismus.,605.1,
558,752,The granting of government funding must be rejected to a declaration of commitment not to support extremist structures.,605.1,
559,753,"Therefore, we are calling for the reintroduction of a binding extremism clause.",605.1,
560,754,"In addition, we are calling for the ban on the left -wing extremist platform ""Indymedia"".",605.1,
561,755,Violent and supporting left -wing extremist and autonomous groups that can be assigned to the so -called Antifa are to be classified as a terrorist association.,605.1,
562,756,Die von der Bundesregierung beabsichtigte Privilegierung von „Antifa-Recherchen“ muss verhindert oder ggf. umgehend abgeschafft werden.,605.1,
563,757,Wirksame Bekämpfung der Ausländerkriminalität,H,
564,758,"Der erhebliche Anteil von Ausländern insbesondere bei der Gewalt- und Drogenkriminalität, aber auch bei öffentlichen Unruhen, führt derzeit viel zu selten zu ausländerrechtlichen Maßnahmen.",605.1,
565,759,Foreign criminals can very often rely on deportation obstacles and are spared deportation in this way.,605.1,
566,760,"We therefore (a) call for the easier of the expulsion, in particular the reintroduction of the mandatory designation even with minor crime,",605.1,
567,761,"(b) The expulsion already by the criminal courts,",605.1,
568,762,"(c) enabling the accommodation not deported by criminal abroad,",605.1,
569,763,"(d) The creation of the possibility of taking at risk, especially terrorists, as long as they are domestically and a significant danger to the general public.",605.1,
570,764,"The naturalization of criminals can be reliably prevented by rejection of the acquisition of German citizenship through birth in Germany, because this means, among other things.Relatives of criminal clans can automatically become German citizens,",608.1,
571,765,die Abschaffung des einklagbaren Anspruchs auf Einbürgerung,608.1,
572,766,und die Verschärfung der Ausschlussgründe für Einbürgerung bei Kriminalität.,608.1,
573,767,"In the event of severe crime within ten years after naturalization (participation in terrorist organizations, belonging to criminal clans), naturalization must be withdrawn.",608.1,
574,768,Art. 16 para. 1 GG must be adapted accordingly.,608.1,
575,769,Vollstreckung im Ausland,H,
576,770,"Zur Entlastung der Justizvollzugsanstalten sind für ausländische Straftäter Vereinbarungen mit möglichst heimatnahen Staaten zur Einrichtung von Vollzugsanstalten zu treffen, die den Anforderungen der europäischen Menschenrechtskonvention entsprechen.",605.1,
577,771,These should be under German management and the application of German law.,605.1,
578,772,Juvenile law,H,
579,773,Die Sicherheitslage verschärft sich vor allem in Ballungsgebieten dramatisch.,605.1,
580,774,"Eine besondere Rolle hierbei spielen gerade junge Täter, denen derzeit ein geradezu zahnloses Recht gegenübersteht.",605.1,
581,775,Experience has shown that educational success in this segment can only be achieved through immediate detention of the perpetrators of serious offenses.,605.1,
582,776,"Wir fordern daher eine entsprechende Änderung der einschlägigen Gesetze, insbesondere des Haftrechts.",605.1,
583,777,"Because of the criminal development that was ever started earlier, the age of penalty must be lowered to twelve years and also apply for adult criminal law with the achievement of majority.",605.1,
584,778,Strengthening the federal police - border protection is a national task,H,
585,779,"The security of a nation is based on safe limits.In times of unregulated migration and cross -border crime and terrorism, the protection of European internal limits is of growing importance.",104,
586,780,"Die Bundespolizei muss rechtlich, personell und technisch in die Lage versetzt werden, diese Aufgabe zu erfüllen.",605.1,
587,781,Wir wollen daher den Zuständigkeitsbereich der Bundespolizei zur Bekämpfung illegaler Migration und grenzüberschreitender Kriminalität auf 50 km an den Landesgrenzen und im Seebereich auf 80 km ausweiten.,605.1,
588,782,"In addition, we are calling for the use of the latest search for technology such as the use of facial recognition software for the federal police.",605.1,
589,783,Successful search for border controls on the occasion of the international summit meeting prove the requirement of efficient border protection.,605.1,
590,784,We want to focus the federal police in terms of personnel and structurally on an effective border protection of our country.,605.1,
591,785,Reform of the police,H,
592,786,Die Polizeibeamten in Bund und Ländern gewährleisten die öffentliche Sicherheit unter großem persönlichen Einsatz.,605.1,
593,787,"They are often abandoned by the state: lack of staff, structural inadequacies, inadequate equipment and armament with poor payment and miserable social security.",605.1,
594,788,Diese Zustände sind empörend.,605.1,
595,789,Damit muss endlich Schluss sein.,605.1,
596,790,"For the police, soldiers and emergency services, the AfD calls for a nationwide salary and reasonable remuneration with hazard allowances as well as other allowances for overtime and special operations.",605.1,
597,791,"We also call for adequate armament and equipment, includingBody cameras.",605.1,
598,792,The employer must take on the incapacity and service liability insurance,605.1,
599,793,as well as an adaptation of the survivor care in the amount of the pension claims of the last office in the event of death through qualified accident.,605.1,
600,794,Improve search options,H,
601,795,"To improve the search options, the police authorities should be able to use video surveillance with facial recognition software in crime -neural places and buildings.",605.1,
602,796,"When searching for unknown perpetrators, it should be allowed to have existing DNS trace material also examined for biogeographic features of the person they are looking for in order to enable targeted search measures.",605.1,
603,797,"Durch zwischenstaatliche Vereinbarungen soll erreicht werden, dass auch der Polizeibeamte im Einsatz in die Lage versetzt wird, festzustellen, ob und ggf. welche Ermittlungs- und Strafverfahren gegen eine kontrollierte Person im Ausland anhängig waren und sind.",107,
604,798,Fight organized crime,H,
605,799,We want to fight and sustainably combat organized crime (OK).,605.1,
606,800,Durch kriminelle Aktivitäten erworbene Vermögen müssen eingezogen werden.,605.1,
607,801,Das geschieht bisher noch nicht in zufriedenstellender Weise.,605.1,
608,802,Die schon bestehenden rechtlichen Instrumente dafür müssen besser genutzt und weiterentwickelt werden.,605.1,
609,803,The majority of the perpetrators in the area of organized crime are foreigners.,605.1,
610,804,Ihre Ausweisung muss vereinfacht werden.,605.1,
611,805,"Therefore, the OK membership is to be introduced as an expulsion reason for this group of people.",605.1,
612,806,Improve the security of the citizens,H,
613,807,"At the proposal of the EU Commission, the EU Parliament changed the EU Fire Terms Directive in response to Paris' terrorist attacks in November 2015.",201.1,
614,808,This leads to a further tightening of gun law.,201.1,
615,809,"Sports shooters, hunters and weapons collectors are primarily affected by the tightening of the already restrictive weapons law.",201.1,
616,810,Illegal weapons used for terrorist attacks are not recorded.,201.1,
617,811,Die Umsetzung der EUFeuerwaffenrichtlinie lehnen wir weiterhin ab.,110,
618,812,"Instead of criminalizing legal gun owners,",201.1,
619,813,is to put a stop to illegal gun ownership and trade.,605.1,
620,814,Improve criminal justice,H,
621,815,"Die AfD setzt sich für eine schnelle Verbesserung der Justizorganisation,",303,
622,816,For strengthening our legal system,202.1,
623,817,and for an effective legal protection of the citizens.,201.2,
624,818,Im Einzelnen wollen wir die Verfahren beschleunigen und dafür,303,
625,819,"(a) Modernize the process regulations from the 19th century,",303,
626,820,"(b) hire more staff for the Justiwesen,",303,
627,821,"(c) Fighting serious crime by facilitating the compensation of effective, more effective,",605.1,
628,822,(d) weniger Strafen zur Bewährung aussetzen,605.1,
629,823,"and (e) increase the minimum criminal measure for ""knife offenses"".",605.1,
630,824,Islam,H,
631,825,"The AfD is without restrictions on the freedom of conscience, conscience and confessions according to Art. 4 Basic Law.",607.1,
632,826,Muslims that integrate and recognize our basic order and fundamental rights are valued members of our society.,608.1,
633,827,"In our secular state, state law is on offer.",604,
634,828,"Insofar as Islam raises a claim to rule as a sole religion, which also wants to enforce the legal principles of Sharia in Germany and does not fully recognize or even combat our legal system, it is not compatible with the freedom-democratic basic order of Germany and endangers inner peace.",608.1,
635,829,"A criticism of Islam, like any other criticism of religion, is legitimized by the fundamental right to freedom of expression.",201.2,
636,830,"It is unacceptable to suppress the criticism of Islam through the accusation of ""Islamophobia"" or ""racism"".",201.2,
637,831,"In Germany, Jewish life is not only threatened by right-wing extremists, but increasingly also by Muslims' and Israel-based Muslims.",705,
638,832,Attacks on Jews and anti -Semitic insults must be punished consistently.,605.1,
639,833,"The Al-QuDS days in Berlin, where demonstrators are demanding the destruction of Israel, are permanently prohibited.",605.1,
640,834,Die vom Verfassungsschutz als sehr hoch eingeschätzte Terrorgefahr durch Dschihadisten ist eine ständige Bedrohung unseres Lebens und Friedens.,605.1,
641,835,"We will prevent the formation of ""parallel societies"", in which Muslim ""judges"" apply the Sharia legislation and undermining the state monopoly of law enforcement and case law.",608.2,
642,836,Legal principles of Sharia may not be used in German case law in any way.,608.2,
643,837,"In addition, the right to power of large family clans must be broken by consistent use of the investigative authorities and criminal law.",605.1,
644,838,Kriminelle Clan-Mitglieder sind abzuschieben.,608.1,
645,839,We want to prohibit the financing of the construction and operation of mosques in Germany by Islamic states.,608.2,
646,840,"The AfD wants to end the cooperation of German authorities with the Turkish-Islamic Institute for Religion (DITIB), which is part of the Turkish religious authority.",608.2,
647,841,We reject the awarding of the status as a corporation to Islamic organizations.,608.2,
648,842,"Islamic clubs that are directed against the Basic Law and international understanding, such asB. the Muslim Brotherhood must be banned in accordance with Art. 9 Para. 2 Basic Law.",605.1,
649,843,In Germany preaching imams should be committed to our constitution and preach in German if possible.,608.2,
650,844,You must have a certificate B2 for the German language of the common European reference framework for languages when admission.,608.2,
651,845,The Islamt theological chairs at German universities must be abolished and the positions of the confessional Islamic studies are to be transferred.,608.2,
652,846,"In the denomination -bound religious education at state schools, no Islam lessons should take place, but rather an objective Islamology in ethics lessons.",608.2,
653,847,"Minarett and muezzin call are not compatible with a tolerant juxtaposition of religions, as the Christian churches practice.",608.2,
654,848,Der Unterdrückung muslimischer Frauen stellt sich die AfD entgegen und fordert in allen Bereichen die Gleichberechtigung von Mann und Frau.,503,
655,849,"We also want to prohibit the wearing of burqa and Niqab in public in Germany, similar to France, Austria, Denmark, the Netherlands and Switzerland.",608.2,
656,850,The headscarf as a religious-political sign should generally not be permitted in the public service and neither by teachers nor pupils in public schools.,608.2,
657,851,"In order to prevent polygamy and forced marriages of Muslims, the AfD calls for the ban on the ban on religious wedding ceremony without prior civil marriage.",608.2,
658,852,"Den Jobcentern sind die Personenstandsregister der Standesämter zugänglich zu machen, um missbräuchliche Inanspruchnahme von Hartz IV durch Zweit- oder Drittfrauen zu verhindern.",608.2,
659,853,Eheverträge zu güter- und unterhaltsrechtlichen Angelegenheiten sollen nur nach deutschem Recht geschlossen werden dürfen.,608.2,
660,854,"Migration, Asyl und Integration",H,
661,855,"Migration, asylum and integration: act human and rational - protect Germany",H,
662,856,The escape movements of the 21st century cannot be mastered by taking migrants in Europe and Germany.,601.2,
663,857,There have never been more refugees globally than in recent years.,601.2,
664,858,"In addition to warlike arguments and state persecution, enormous population growth in the African continent plays an outstanding role in particular.",601.2,
665,859,"Since this is associated with poverty and the struggle for daily survival, migration pressure in Europe grows in a special way.",601.2,
666,860,"Contrary to the intention of the UN Migration Pact, this global problem cannot be solved by migration.",601.2,
667,861,"Even smaller parts of this development, which can be expressed in millions of people, can neither be collected economically, nor social and integration policy in Europe.",601.2,
668,862,Germany and the other European countries would be destabilized without an effective contribution to solving the global problem.,601.2,
669,863,End asylum abuse,H,
670,864,The current asylum system is dysfunctional and resembles a lottery.,601.2,
671,865,"Finanzielle Fehlanreize und unterlassene Abschiebungen führen zu illegaler Migration, Schleuserkriminalität und zahlreichen Todesopfern im Mittelmeer.",601.2,
672,866,Most of these migrants go on their way to Europe in the hope of a better life.,601.2,
673,867,"The help for people in need, however, has to be decoupled from the admission in Germany and in the crisis regions themselves, where this is far more effective and much more in need.",107,
674,868,Die unlösbaren Folgeprobleme,H,
675,869,"The disastrous consequences of unregulated mass immigration since 2015 have been unmistakable and further exacerbated: disproportionate immigrant crime, terrorist attacks and Islamic separatism, as well as three -digit billion costs, lack of housing and the high unemployment among immigrants.",601.2,
676,870,Erfolgreiche Integration kann und wird so nicht gelingen.,608.2,
677,871,Our solution: a protection system of the 21st century based on the Japanese model,601.2,
678,872,An existential question of how immigration must be decided in democratic self -determination at the national level.,109,
679,873,"Our model for the 21st century, in addition to the replacement of the outdated international regulations, such as the Geneva Refugee Convention of 1951, has the following key points:",601.2,
680,874,Focus on humanitarian aid in crisis regions themselves (intracontinental escape alternatives),107,
681,875,Rejection of asylum seekers when entering the border in accordance with Art. 16a (2) sentence 1 GG,601.2,
682,876,Only qualified immigration based on Japanese model,601.2,
683,877,"Humanitarian admission only for people selected by the Bundestag, especially in need of protection, for whose selection is an important criterion for the German values and social order of agreed cultural and religious background.",601.2,
684,878,"Solange ein dauerhafter und wirksamer Schutz der EU-Außengrenzen fehlt und die untaugliche überstaatliche Rechtslage fortbesteht, muss Deutschland die Kontrolle der Grenzen und die Unterbindung illegaler Grenzüberschreitungen selbst in die Hand nehmen.",601.2,
685,879,"We therefore call for: In the future, only those who are allowed will be allowed.",601.2,
686,880,Returns at the border must again be understood as a natural law of confident states.,109,
687,881,The boundaries must be equipped with modern and effective security to defend illegal immigration and to combat crime.,104,
688,882,"Cross-border commuters, holidays and goods traffic must be guaranteed without unreasonable restrictions.",107,
689,883,"In order to be able to monitor the “green border” with the same effectiveness, a comprehensive and modern border security concept is developed.",104,
690,884,Hierzu können auch physische Barrieren wie z. B. Grenzzäune zur Sicherung der Staatsgrenzen gehören.,104,
691,885,Close asylum paradise Germany,H,
692,886,"Germany has been wearing the main burden of illegal immigration to Europe since 2015, caused by a variety of self -inflicted causes.",601.2,
693,887,"The AfD has developed a comprehensive catalog of measures to restore orderly conditions in the asylum procedure, migration, asylum and integration and will consequently request its implementation:",601.2,
694,888,"1. No flat -rate immigration contingents and redistribution rates, whether in the nation -state, European or non -European framework (e.g. resettlement).",601.2,
695,889,"2. No admission of migrants as part of a ""European solution"" that get to Europe through abuse of the sea rescue.",110,
696,890,Vielmehr muss gemäß dem internationalen Seerecht grundsätzlich eine Ausschiffung der Betroffenen am nächstgelegenen geeigneten Seehafen erfolgen.,601.2,
