"text","cmp_code","eu_code"
"OPEN PARLIAMENT",NA,NA
"We will disclose Parliamentary expenses","202",NA
"and make Parliament open by default.","202",NA
"The Liberal Party was the first to require its members to proactively disclose travel and hospitality expenses.","305",NA
"It is time for all Parliamentarians to do the same.","202",NA
"We will make government more accountable by requiring all Parliamentarians to disclose their expenses in a common and detailed manner, each quarter.","202",NA
"We will end the secrecy surrounding the Board of Internal Economy – the group responsible for regulating spending by Members of Parliament.","202",NA
"Except in rare cases requiring confidentiality, meetings of this group will be open to the public.","202",NA
"OPEN AND FAIR ELECTIONS",NA,NA
"Restoring integrity to our electoral process will improve the fairness of our elections,","202",NA
"and help to renew Canadians' faith in government.","202",NA
"GOVERNMENT ADVERTISING",NA,NA
"We will ban partisan government ads.","202",NA
"The federal government should use advertising to promote government programs, not partisan agendas.","202",NA
"We will appoint an Advertising Commissioner to help the Auditor General oversee government advertising.","202",NA
"The Commissioner will review proposed messages to ensure that they are non-partisan and represent a legitimate public service announcement.","202",NA
"We will protect the integrity of our elections","202",NA
"and encourage more Canadians to vote.","202",NA
"Fair elections are the cornerstone of democracy.","202",NA
"We will give Elections Canada the resources it needs to investigate voter fraud and vote suppression, illegal financing, and other threats to free and fair elections.","202",NA
"We will help encourage more Canadians to vote, by removing restrictions on the ways in which the Chief Electoral Officer and Elections Canada can communicate with voters.","202",NA
"Any incident of electoral fraud must be prosecuted.","202",NA
"To that end, we will restore the independence of the Commissioner of Canada Elections, so that they are accountable to Parliament and not the government of the day.","202",NA
"POLITICAL FINANCING",NA,NA
"We will close political financing loopholes.","202",NA
"When fixed election date legislation was introduced, it left a loophole that allows unlimited spending in the period before an election is called.","202",NA
"That creates an uneven playing field.","202",NA
"We will review the limits on how much political parties can spend during elections,","202",NA
"and ensure that spending between elections is subject to limits as well.","202",NA
"LEADER'S DEBATE",NA,NA
"We will establish an independent commission to organize leaders' debates.","202",NA
"Elections are a time for Canadians to learn more about political parties, their leaders, and their policies.","202",NA
"When it comes to leaders' debates, the focus should be on educating and engaging Canadians, not on twisting the rules for political advantage.","202",NA
"We will establish an independent commission to organize leaders' debates and bring an end to partisan gamesmanship.","202",NA
"ELECTORAL REFORM",NA,NA
"We will make every vote count.","202",NA
"We are committed to ensuring that 2015 will be the last federal election conducted under the first-past-the-post voting system.","202",NA
"We will convene an all-party Parliamentary committee to review a wide variety of reforms, such as ranked ballots, proportional representation, mandatory voting, and online voting.","202",NA
"This committee will deliver its recommendations to Parliament.","202",NA
"Within 18 months of forming government, we will introduce legislation to enact electoral reform.","202",NA
"YOUNG CANADIANS",NA,NA
"We will engage with first-time voters","202",NA
"and encourage more Canadians to vote.","202",NA
"Every young person should be registered to vote when they turn 18.","202",NA
"We will work with interested provinces and territories, and Elections Canada, to register young Canadians as a part of their high school or CEGEP curriculum.","301",NA
"To ensure that no young person loses the opportunity to vote, we will mandate Elections Canada to stay in contact with them if they change addressesafter graduation.","202",NA
"Finally, to encourage more voter participation, we will support Elections Canada in proactively registering Canadians from groups that historically have lower turnout, such as students.","202",NA
"EASIER VOTING, STRONGER PUNISHMENTS FOR LAW BREAKERS",NA,NA
"We will make it easier for Canadians to vote,","202",NA
"and harder for election lawbreakers to evade punishment.","605",NA
"We will repeal the anti-democratic elements in Stephen Harper's Fair Elections Act, which make it harder for Canadians to vote and easier for election lawbreakers to evade punishment.","305",NA
"We will restore the voter identification card as an acceptable form of identification.","202",NA
"We will also increase penalties so that there are real deterrents for deliberately breaking our election laws.","605",NA
"GIVING CANADIANS A VOICE IN OTTAWA",NA,NA
"For Parliament to work best, its members must be free to do what they have been elected to do: represent their communities and hold the government to account.","202",NA
"Government must always stay focused on serving Canadians and solving their problems.","202",NA
"SENATE REFORM",NA,NA
"We will bring real change to the Senate.","202",NA
"The status quo is not an option: the Senate needs to change.","202",NA
"We need to end the partisan nature of the Senate.","202",NA
"We also believe that government should focus its efforts on the priorities of Canadians, not on more rounds of constitutional negotiations.","203",NA
"We will create a new, non-partisan, merit-based process to advise the Prime Minister on Senate appointments.","202",NA
"QUESTION PERIOD",NA,NA
"We will reform Question Period so that all members, including the Prime Minister, are held to greater account.","202",NA
"As the head of government, the Prime Minister represents all Canadians and should be directly accountable to all Canadians.","202",NA
"We will introduce a Prime Minister's Question Period to improve that level of direct accountability.","202",NA
"We will also empower the Speaker to challenge and sanction members during Question Period, and allow more time for questions and answers.","202",NA
"We will look at other ways to make Question Period more relevant, including the use of online technologies,","202",NA
"and will work with all parties to recommend and bring about these changes.","202",NA
"FREE VOTES",NA,NA
"We will make free votes in the House of Commons standard practice.","202",NA
"We will give Canadians a stronger voice in the House of Commons by limiting the circumstances in which Liberal Members of Parliament will be required to vote with Cabinet.","202",NA
"For members of the Liberal Caucus, all votes will be free votes with the exception of:  those that implement the Liberal electoral platform;","202",NA
"traditional confidence matters, like the budget;","202",NA
"and  those that address our shared values and the protections guaranteed by the Charter of Rights and Freedoms.","202",NA
"PROROGATION AND OMNIBUS BILLS",NA,NA
"We will not resort to legislative tricks to avoid scrutiny.","202",NA
"Stephen Harper has used prorogation to avoid difficult political circumstances.","305",NA
"We will not.","202",NA
"Stephen Harper has also used omnibus bills to prevent Parliament from properly reviewing and debating his proposals.","305",NA
"We will change the House of Commons Standing Orders to bring an end to this undemocratic practice.","202",NA
"GOVERNMENT WATCHDOGS",NA,NA
"We will not interfere with the work of government watchdogs.","202",NA
"Our Officers of Parliament do important work in helping Canadians.","202",NA
"We will ensure that all of the officers are properly funded and accountable only to Parliament, not the government of the day.","202",NA
"SUPREME COURT APPOINTMENTS",NA,NA
"We will make the Supreme Court appointment process more transparent.","202",NA
"Under Stephen Harper, the all-party Supreme Court appointment process has been disrespected and degraded, culminating in the Prime Minister's unprecedented attacks on the Chief Justice.","305",NA
"We will restore dignity and respect to the relationship between government and the Supreme Court.","202",NA
"We will work with all parties in the House of Commons to ensure that the process of appointing Supreme Court Justices is transparent, inclusive, and accountable to Canadians.","202",NA
"We will ensure that the process involves proper consultation with authorities throughout the legal profession, including the provinces, provincial law societies, provincial appellate and superior courts, and the Chief Justice of the Supreme Court.","202",NA
"We will ensure that all those appointed to the Supreme Court are functionally bilingual.","202",NA
"PARLIAMENTARY BUDGET OFFICER",NA,NA
"We will make the Parliamentary Budget Officer truly independent.","202",NA
"The decisions that government makes must always be based on the latest, most accurate information available.","202",NA
"That includes information about the state of the nation's finances.","202",NA
"To make sure that we have the best information on hand, we will ensure that the Parliamentary Budget Officer is truly independent of the government.","202",NA
"We will make sure that the office is properly funded, and accountable only – and directly – to Parliament, not the government of the day.","202",NA
"To help Canadians make informed decisions during elections, we will also add the costing of party platforms to the Parliamentary Budget Officer's mandate.","202",NA
"Starting with the next election, Canadians will have a credible, non-partisan way to compare each party's fiscal plans.","202",NA
"FINANCIAL OVERSIGHT",NA,NA
"We will provide better oversight of taxpayer dollars.","202",NA
"Canadians understand the importance of saving, spending, and borrowing responsibly.","202",NA
"Our government should hold itself to the same standard.","202",NA
"We will change Parliament's financial processes so that government accounting is more consistent and clear.","202",NA
"We will ensure accounting consistency between the Estimates and the Public Accounts, provide costing analysis for all proposed legislation,","202",NA
"and require the government to receive Parliament's approval on borrowing plans.","202",NA
"NATIONAL SECURITY OVERSIGHT",NA,NA
"We will deliver stronger national security oversight.","202",NA
"At present, Parliament does not have oversight of our national security agencies, making Canada the sole nation among our Five Eyes allies whose elected officials cannot scrutinize security operations.","202",NA
"This leaves the public uninformed and unrepresented on critical issues.","202",NA
"We will create an all-party committee to monitor and oversee the operations of every government department and agency with national security responsibilities.","202",NA
"PARLIAMENTARY COMMITTEES",NA,NA
"We will strengthen Parliamentary committees so that they can better scrutinize legislation.","202",NA
"Better government starts with better ideas.","202",NA
"We will ensure that Parliamentary committees are properly resourced to bring in expert witnesses,","202",NA
"and are sufficiently staffed to continue to provide reliable, non-partisan research.","202",NA
"To increase accountability, we will strengthen the role of Parliamentary committee chairs, including elections by secret ballot.","202",NA
"We will also change the rules so that Ministers and Parliamentary Secretaries no longer have a vote on committees.","202",NA
"BETTER SERVICE FOR CANADIANS",NA,NA
"In a digital era, Canadians have high standards for the service they receive.","303",NA
"Dealing with the government should be no exception.","303",NA
"Better service for Canadians would mean faster service, delivered in a way that makes citizens feel respected and valued.","303",NA
"CANADA REVENUE AGENCY",NA,NA
"We will make the Canada Revenue Agency fairer, more helpful, and easier to use.","303",NA
"The Canada Revenue Agency exists to serve Canadians.","303",NA
"We will overhaul its service model so that people who interact with the CRA feel like valued clients, not just taxpayers.","303",NA
"A client-focused Canada Revenue Agency will:   proactively contact Canadians who are entitled to, but are not receiving, tax benefits;","303",NA
"offer to complete returns for some clients, particularly lower-income Canadians and those on fixed incomes whose financial situation is unchanged year-to-year;","303",NA
"support more Canadians who wish to file taxes using no paper forms;","303",NA
"and   deliver correspondence that is straightforward and easy to read.","303",NA
"We will allow charities to do their work on behalf of Canadians free from political harassment,","201",NA
"and will modernize the rules governing the charitable and not-for-profit sectors.","202",NA
"This will include clarifying the rules governing “political activity,” with an understanding that charities make an important contribution to public debate and public policy.","202",NA
"A new legislative framework to strengthen the sector will emerge from this process.","202",NA
"We will also invest an additional $80 million, over four years, to help the Canada Revenue Agency crack down on tax evaders.","605",NA
"CANADA POST",NA,NA
"We will save home mail delivery.","413",NA
"By ending door-to-door mail delivery, Stephen Harper is asking Canadians to pay more for less service.","305",NA
"That is unacceptable.","305",NA
"We will stop Stephen Harper's plan to end door-to-door mail delivery in Canada","413",NA
"and undertake a new review of Canada Post to make sure that it provides high-quality service at a reasonable price to Canadians, no matter where they live.","303",NA
"DIVERSITY IN GOVERNMENT",NA,NA
"We will build a government as diverse as Canada.","503",NA
"Our country is stronger, and our government more effective, when decision-makers reflect Canada's diversity.","503",NA
"We will include an equal number of women and men in our Cabinet.","503",NA
"We will also adopt a new government-wide appointment process that is open and based on merit.","503",NA
"YOUNG PEOPLE",NA,NA
"We will involve young people in government.","706",NA
"At its highest levels, our government needs to do a better job of understanding and addressing the needs of Canada's young people.","706",NA
"We will create a Prime Minister's Youth Advisory Council, consisting of young Canadians aged 16 to 24, to provide non-partisan advice to the Prime Minister on issues facing the country.","706",NA
"GENDER IMPACT",NA,NA
"We will consider the gender impacts of the decisions we make.","503",NA
"Public policies affect women and men in different ways.","503",NA
"We will take these differences into account when making decisions in Cabinet.","503",NA
"We will also ensure that federal departments are conducting the gender-based impact analyses that have been required of them for the past 20 years.","503",NA
"ONLINE SERVICES",NA,NA
"We will deliver easy online access to government services.","303",NA
"Accessing government services online should be easier.","303",NA
"We will make the process easier and faster through individualized, secure accounts for Canadians who want to access their benefits and review key documents.","303",NA
"We will also create a single online point-of-contact for all government services,","303",NA
"and work with the provinces and territories on ways to combine online access.","303",NA
"As we expand online services, we will also expand in-person service, such as reopening the nine veterans' service centres closed by Stephen Harper.","303",NA
"Finally, we will work with the Privacy Commissioner as we develop these new initiatives, to ensure that Canadians' data is kept safe and secure.","303",NA
"QUALITY OF SERVICE",NA,NA
"We will establish new performance standards for federal services.","303",NA
"Busy Canadians deserve better service from their government.","303",NA
"We will establish new performance standards, including streamlining applications, reducing wait times, and offering money-back guarantees.","303",NA
"Performance will be independently assessed and publicly reported.","303",NA
"We will start with the services hardest hit by years of cuts by Stephen Harper: Employment Insurance, veterans' services, immigration, and EI and CPP appeals.","303",NA
"We will also ensure that all federal services are delivered in full compliance with the Official Languages Act.","601",NA
"YOUR VOICE",NA,NA
"We will involve Canadians in policy-making.","202",NA
"Technology makes it easier for citizens and government to share ideas and information.","202",NA
"We will explore new ways to use technology to crowdsource policy ideas from citizens.","202",NA
"EVIDENCE-BASED POLICY",NA,NA
"Government should base its policies on facts, not make up facts to suit a preferred policy.","303",NA
"Common sense, good policy, and evidence about what works should guide the decisions that government makes.","303",NA
"SCIENCE AND SCIENTISTS",NA,NA
"We will value science and treat scientists with respect.","201",NA
"We will appoint a Chief Science Officer who will ensure that government science is fully available to the public, that scientists are able to speak freely about their work,","201",NA
"and that scientific analyses are considered when the government makes decisions.","303",NA
"THE LONG-FORM CENSUS",NA,NA
"We will restore the long-form census.","303",NA
"Without accurate and reliable data, Canada's communities cannot plan ahead.","303",NA
"Everything from transit planning to housing strategies to support for new Canadians becomes more difficult.","303",NA
"We will immediately restore the mandatory long-form census, to give communities the information they need to best serve Canadians.","303",NA
"STATISTICS CANADA",NA,NA
"We will make Statistics Canada fully independent.","303",NA
"Data collected by Statistics Canada helps the private sector, government, not-for profit groups, and researchers make better decisions.","303",NA
"We will make Statistics Canada fully independent.","303",NA
"We will work with Statistics Canada and other stakeholders to provide a broader range of information, including detailed labour market information, child development data, and statistics about our population.","303",NA
"MAKING DECISIONS",NA,NA
"We will make decisions using the best data available","303",NA
"and will invest only in programs proven to offer good value.","303",NA
"Responsible governments rely on sound data to make their decisions.","303",NA
"We will release to the public key information that informs the decisions we make.","303",NA
"We will devote a fixed percentage of program funds to experimenting with new approaches to existing problems.","303",NA
"We will measure our results","303",NA
"and encourage innovation to continuously improve the services government provides to Canadians.","303",NA
"We will use accurate data to make good decisions.","303",NA
"We will stop funding initiatives that are no longer effective and invest program dollars in those that are of good value.","303",NA
"CHAPTER THREE",NA,NA
"A CLEAN ENVIRONMENT AND A STRONG ECONOMY",NA,NA
"Canadians want a government they can trust to protect the environment","501",NA
"and grow the economy.","410",NA
"Stephen Harper has done neither.","305",NA
"Our plan will deliver the economic growth and jobs Canadians need,","410",NA
"and leave to our children and grandchildren a country even more beautiful, more sustainable, and more prosperous than the one we have now.","416",NA
"CLIMATE CHANGE",NA,NA
"We will provide national leadership and join with the provinces and territories to take action on climate change,","301",NA
"put a price on carbon,","501",NA
"and reduce carbon pollution.","501",NA
"Climate change is an immediate and significant threat to our communities and our economy.","501",NA
"Stephen Harper has had nearly a decade to take action on climate change but has failed to do so.","305",NA
"His lack of leadership has tarnished Canada's reputation abroad, making it harder for Canadian businesses to compete.","305",NA
"The provinces and territories recognize the need to act now, and have already begun to price carbon and take action to reduce greenhouse gas emissions.","301",NA
"We will end the cycle of federal parties – of all stripes – setting arbitrary targets without a real federal/provincial/territorial plan in place.","301",NA
"We will instead partner with provincial and territorial leaders to develop real climate change solutions, consistent with our international obligations to protect the planet, all while growing our economy.","301",NA
"Together, we will attend the Paris climate conference,","501",NA
"and within 90 days formally meet to establish a pan-Canadian framework for combatting climate change.","501",NA
"We will work together to establish national emissions-reduction targets,","301",NA
"and ensure that the provinces and territories have targeted federal funding and the flexibility to design their own policies to meet these commitments, including their own carbon pricing policies.","301",NA
"These targets must recognise the economic cost and catastrophic impact that a greater-than-two-degree increase in average global temperatures would represent, as well as the need for Canada to do its part to prevent that from happening.","501",NA
"Partnering with the provinces and territories,","301",NA
"we will create a new Low Carbon Economy Trust.","501",NA
"The Trust will provide funding to projects that materially reduce carbon emissions under the new pan-Canadian framework.","501",NA
"We will endow the Low Carbon Economy Trust with $2 billion in our mandate.","501",NA
"We will protect our communities from the challenges of climate change","501",NA
"and grow our economy by making significant new investments in green infrastructure.","501",NA
"We will fulfill our G20 commitment and phase out subsidies for the fossil fuel industry over the medium-term.","501",NA
"We will also work in partnership with the United States and Mexico","101",NA
"to develop an ambitious North American clean energy and environmental agreement.","501",NA
"CLEAN JOBS",NA,NA
"We will make it easier and more financially rewarding for Canadian businesses to invest in creating clean jobs.","501",NA
"Clean technology can deliver real benefits for our environment and our economy, including more good, middle class jobs.","501",NA
"We will invest $100 million more each year in clean technology producers, so that they can tackle Canada's most pressing environmental challenges, and create more opportunities for Canadian workers.","501",NA
"We will deliver more support to emerging clean tech manufacturing companies, making it easier for them to conduct research and bring new products to market.","501",NA
"We will also invest $200 million more each year to support innovation and the use of clean technologies in our natural resource sectors, including the forestry, fisheries, mining, energy, and agricultural sectors.","501",NA
"To support both large- and community-scale renewable energy projects, the new Canada Infrastructure Bank will issue Green Bonds to fund projects like electric vehicle charging stations and networks, transmission lines for renewable energy, building retrofits, and clean power storage.","501",NA
"We will enhance existing tax measures to generate more clean technology investments,","501",NA
"and work with the provinces and territories","301",NA
"to make Canada the world's most competitive tax jurisdiction for investments in the research, development, and manufacturing of clean technology.","501",NA
"We will deliver a better quality of life for all Canadians by working with the provinces","301",NA
"to set stronger air quality standards,","501",NA
"monitor emissions,","501",NA
"and provide incentives for investments that lead to cleaner air and healthier communities.","501",NA
"As the country's single largest employer, customer, and landlord, we will lead by example and increase government use of clean technologies.","501",NA
"This will boost domestic demand for clean technology, support entrepreneurs, and fuel new jobs.","501",NA
"We will improve energy efficiency standards for consumer and commercial products,","501",NA
"and use new financing instruments to encourage investments in energy-saving retrofits to Canada's industrial, commercial, and residential buildings.","501",NA
"We will provide more support for our clean technology companies to successfully export their products by training trade officials and leading trade missions focused on clean technology.","407",NA
"These companies will also be provided with useful training, data, and technical assistance on export opportunities in a more coordinated way.","407",NA
"We will look for ways for government to be an “early adopter” of emerging green technologies,","501",NA
"and will support clean transportation by adding electric vehicle charging stations at federal parking lots,","501",NA
"and rapidly expanding the federal fleet of electric vehicles.","501",NA
"To foster the creativity that leads to cutting-edge research, we will establish Canada Research Chairs in sustainable technology.","501",NA
"We will also work closely with the provinces and territories","301",NA
"to develop a Canadian Energy Strategy to protect Canada's energy security;","501",NA
"encourage energy conservation;","501",NA
"and bring cleaner, renewable energy onto the electricity grid.","501",NA
"Canada has lost 71% of its clean tech market share during the harper decade.","305",NA
"ENVIRONMENTAL ASSESSMENTS",NA,NA
"We will make environmental assessments credible again.","501",NA
"Resource-based projects can create jobs and spur investment, but success depends on regaining public trust.","202",NA
"Canadians must be able to trust that government will engage in appropriate regulatory oversight, including credible environmental assessments, and that it will respect the rights of those most affected, such as Indigenous communities.","202",NA
"While governments grant permits for resource development, only communities can grant permission.","202",NA
"We will immediately review Canada's environmental assessment processes","501",NA
"and introduce new, fair processes that will:  restore robust oversight and thorough environmental assessments of areas under federal jurisdiction,","501",NA
"while also working with provinces and territories to avoid duplication;","301",NA
"ensure that decisions are based on science, facts, and evidence, and serve the public's interest;","303",NA
"provide ways for Canadians to express their views and opportunities for experts to meaningfully participate;","202",NA
"and  require project advocates to choose the best technologies available to reduce environmental impacts.","501",NA
"We will modernize the National Energy Board, ensuring that its composition reflects regional views","202",NA
"and has sufficient expertise in fields like environmental science, community development, and Indigenous traditional knowledge.","202",NA
"We will end the practice of having federal Ministers interfere in the environmental assessment process.","303",NA
"We will also ensure that environmental assessments include an analysis of upstream impacts and greenhouse gas emissions resulting from projects under review.","501",NA
"We will undertake, in full partnership and consultation with First Nations, Inuit, and the Métis Nation, a full review of laws, policies, and operational practices.","301",NA
"This will ensure that on project reviews and assessments, the Crown is fully executing its consultation, accommodation, and consent obligations, in accordance with its constitutional and international human rights obligations,","301",NA
"including Aboriginal and Treaty rights and the United Nations Declaration on the Rights of Indigenous Peoples.","201",NA
"We recognize the relationship between Indigenous Peoples and the land,","301",NA
"and will respect legal traditions and perspectives on environmental stewardship.","301",NA
"Stephen Harper's changes to the Fisheries Act, and his elimination of the Navigable Waters Protection Act, have weakened environmental protections.","305",NA
"We will review these changes,","501",NA
"restore lost protections,","501",NA
"and incorporate more modern safeguards.","501",NA
"We will also do more to protect Canada's endangered species.","501",NA
"We will respond more quickly to the advice and requests of scientists,","303",NA
"and will complete robust species-at-risk recovery plans.","501",NA
"WATER",NA,NA
"We will protect our freshwater and oceans.","501",NA
"Canada is uniquely blessed with an abundance of freshwater, and marine and coastal areas that are not only ecologically diverse, but also economically significant: our ocean-based industries contribute nearly $40 billion each year to the Canadian economy.","501",NA
"To protect these valuable natural resources, we will deliver more robust and credible environmental assessments for all projects that could impact our freshwater and oceans.","501",NA
"FRESHWATER",NA,NA
"We will treat our freshwater as a precious resource that deserves protection and careful stewardship.","501",NA
"We will work with other orders of government","301",NA
"to protect Canada's freshwater using education, geo-mapping, watershed protection, and investments in the best wastewater treatment technologies.","501",NA
"To protect our freshwater ecosystems, we will renew our commitment to protect the Great Lakes, the St. Lawrence River Basin, and the Lake Winnipeg Basin.","501",NA
"We will also act on the recommendations of the Cohen Commission on restoring sockeye salmon stocks in the Fraser River.","501",NA
"To aid in making the best possible decisions, we will restore $1.5 million in annual federal funding for freshwater research","501",NA
"– a program that was cut by the Conservatives –","305",NA
"and make new investments in Canada's world-leading IISD Experimental Lakes Area.","501",NA
"OCEANS",NA,NA
"Stephen Harper's failure to meet our international commitments to protect marine and coastal areas puts these areas and our international reputation at risk.","305",NA
"We will make up for Conservative inaction","305",NA
"and increase the amount of Canada's marine and coastal areas that are protected – to five percent by 2017,","501",NA
"and ten percent by 2020.","501",NA
"To help achieve this, we will invest $8 million per year in community consultation and science.","501",NA
"We will also directly invest in ocean science.","501",NA
"Stephen Harper cut $40 million from the federal ocean science and monitoring programs.","305",NA
"We will restore that funding so that we can protect the health of our fish stocks, monitor contaminants and pollution in our oceans, and support responsible and sustainable aquaculture industries on our coasts.","501",NA
"We will use scientific evidence and the precautionary principle, and take into account climate change, when making decisions affecting fish stocks and ecosystem management.","501",NA
"And we will do a better job of co-managing our oceans, by working with the provinces, territories, Indigenous Peoples, and other stakeholders.","301",NA
"Together, we will develop plans that make the best use of our marine resources","501",NA
"and give coastal communities more say in managing the resources around them.","301",NA
"NATIONAL PARKS",NA,NA
"We will preserve and promote Canada's National Parks.","501",NA
"Canada's National Parks belong to all Canadians.","501",NA
"They are also an important part of local economies, generating nearly $5 billion each year and helping to employ 65,000 people.","410",NA
"We will make it more affordable for more Canadians to visit and appreciate our National Parks.","504",NA
"In 2017, the 150th anniversary of Confederation, admission for all visitors to National Parks will be free.","504",NA
"Beginning in 2018, admission for children under 18 will be free,","504",NA
"and any adult who has become a Canadian citizen in the previous 12 months will be given one year's free admission.","504",NA
"Through an expanded Learn to Camp program, more low- and middle-income families will have an opportunity to experience Canada's outdoors.","504",NA
"To protect ecosystems and species at risk, we will invest $25 million each year to develop Canada's National Parks system, as well as manage and expand National Wildlife Areas and Migratory Bird Sanctuaries.","501",NA
"We will protect our National Parks by limiting development within them,","501",NA
"and where possible, we will work with nearby communities to help grow local eco-tourism industries and create jobs.","410",NA
"We will reverse Stephen Harper's cuts to Parks Canada, which cut more than $25 million from programs and services, and made it more difficult for Canadians to experience our National Parks and learn more about our environment and our heritage.","305",NA
"We will work with the Ontario government","301",NA
"to create the country's first urban National Park – Rouge National Park – including improved legislation to protect this important ecosystem and guide how the park will be managed.","501",NA
"CHAPTER FOUR",NA,NA
"A STRONG CANADA",NA,NA
"A RENEWED RELATIONSHIP WITH INDIGENOUS PEOPLES",NA,NA
"The relationship between Canada and Indigenous Peoples is vitally important – not just to our shared economic interests, but to our respective identities as nations.","607",NA
"It is time for a renewed relationship based on trust, respect, and a true spirit of cooperation.","607",NA
"A NEW NATION-TO-NATION PROCESS",NA,NA
"We will renew the relationship between Canada and Indigenous Peoples.","607",NA
"It is time for Canada to have a renewed, nation-to-nation relationship with Indigenous Peoples, based on recognition, rights, respect, co-operation, and partnership.","607",NA
"This is both the right thing to do and a sure path to economic growth","607",NA
"We will immediately re-engage in a renewed nation-to-nation process with Indigenous Peoples to make progress on the issues most important to First Nations, the Métis Nation, and Inuit communities – issues like housing,","504",NA
"infrastructure,","411",NA
"health and mental health care,","504",NA
"community safety and policing,","605",NA
"child welfare,","504",NA
"and education.","506",NA
"As part of this renewed relationship, we will do more to make sure that the voices of Indigenous Peoples are heard in Ottawa.","202",NA
"As Prime Minister, Justin Trudeau will meet with First Nations, Métis Nation, and Inuit leaders each and every year of a Liberal government mandate.","202",NA
"Stephen Harper's changes to the Canada Elections Act make it harder for Indigenous Peoples to exercise their right to vote.","305",NA
"We will repeal those changes.","202",NA
"Finally, we will ensure that the Kelowna Accord – and the spirit of reconciliation that drove it – is embraced, and its objectives implemented in a manner that meets today's challenges.","607",NA
"A NEW FISCAL RELATIONSHIP",NA,NA
"We will expand investment in First Nations communities","504",NA
"and work toward forging a new fiscal relationship with First Nations.","504",NA
"For nearly 20 years, investments in First Nations programs have been subject to a two percent cap on annual funding increases.","504",NA
"As a result, federal funding has not kept up with population growth and inflation in First Nations communities.","504",NA
"We will immediately lift the two percent cap on funding for First Nations programs and work to establish a new fiscal relationship that gives First Nations communities sufficient, predictable, and sustained funding.","504",NA
"Increasing First Nations' own source revenues, whether through revenue sharing or other mechanisms, will be a priority.","504",NA
"As part of this new fiscal relationship, we will also make sure that all First Nations receive equitable funding for child and family services provided on reserves.","504",NA
"FIRST NATIONS EDUCATION",NA,NA
"We will work with First Nations to make sure that every First Nations child receives a quality education.","506",NA
"It is vital to Canadians' shared success that we work together to ensure better economic outcomes for First Nations.","506",NA
"This starts with education.","506",NA
"Chronic underfunding of the First Nations education system has held First Nations students back: they are behind provincial peers in reading, writing, and numeracy.","506",NA
"Today, less than half of students on reserves graduate from high school.","506",NA
"To help close the funding gap and improve outcomes for First Nations students, we will invest new funding each year in core funding for kindergarten through grade 12 programs.","506",NA
"This will include money committed by Stephen Harper that has yet to flow, plus an additional $300 million per year in incremental funding, totalling $750 million per year by the end of our first mandate.","506",NA
"Over the next four years, this represents a $2.6 billion new investment in helping First Nations students learn and succeed.","506",NA
"We will provide new funding to help Indigenous communities promote and preserve Indigenous languages and cultures.","607",NA
"We will also invest an additional $500 million over the next three years for building and refurbishing First Nations schools.","506",NA
"We will invest $50 million in additional annual funding to the Post-Secondary Student Support Program, which supports Indigenous students attending post-secondary education, ensuring the program will keep up with growing demand.","506",NA
"We believe that First Nations' control of First Nations education is vital to achieving improved outcomes,","506",NA
"and we will make these investments as part of a renewed, respectful, and inclusive nation-to-nation process that fully respects Aboriginal and Treaty rights.","607",NA
"MÉTIS NATION",NA,NA
"We will work with the Métis Nation to improve the quality of life for Métis individuals and communities.","607",NA
"We will work, on a nation-to-nation basis, with the Métis Nation to advance reconciliation and renew the relationship, based on cooperation, respect for rights, our international obligations, and a commitment to end the status quo.","607",NA
"We will work with Métis people, as well as the provinces and territories, to establish a federal claims process that recognizes Métis self-government and resolves outstanding claims.","607",NA
"We will also make permanent the funding available to provincial Métis communities for Métis identification and registration, instead of it being available year-to-year.","504",NA
"We will review, in partnership with Métis communities, the existing federal programs and services available to the Métis Nation, to identify gaps and areas where strategic investments can be made to improve Métis quality of life.","504",NA
"To expand the economic opportunities for Métis, we will develop a Métis Economic Development Strategy in partnership with Métis communities and existing Métis financial institutions,","410",NA
"and will invest $25 million over five years to implement this new strategy.","410",NA
"MISSING AND MURDERED INDIGENOUS WOMEN AND GIRLS",NA,NA
"We will immediately launch a national public inquiry into missing and murdered Indigenous women and girls in Canada.","503",NA
"The disappearance and death of nearly 1,200 Indigenous women and girls is an ongoing national tragedy that must come to an end.","503",NA
"We will immediately launch a national public inquiry into missing and murdered Indigenous women and girls in Canada, to seek recommendations on concrete actions that governments, law enforcement, and others can take to solve these crimes and prevent future ones.","503",NA
"TRUTH AND RECONCILIATION",NA,NA
"We will enact the recommendations of the Truth and Reconciliation Commission.","201",NA
"To support the work of reconciliation, and continue the necessary process of truth telling and healing, we will work alongside provinces and territories, and with First Nations, the Métis Nation, and Inuit, to enact the recommendations of the Truth and Reconciliation Commission,","201",NA
"starting with the implementation of the United Nations Declaration on the Rights of Indigenous Peoples.","107",NA
"THE FUTURE WE OWE OUR VETERANS",NA,NA
"Veterans and their families have earned our respect and gratitude.","706",NA
"It is time our government lived up to its sacred obligation to them.","706",NA
"Our plan will give back to those who have given so much in service to all Canadians,","504",NA
"and will ensure that no veteran has to fight the government for the support and compensation they have earned.","504",NA
"VETERANS' PENSIONS",NA,NA
"We will give veterans more compensation, more choice, and more support in planning their financial future.","504",NA
"We will re-establish lifelong pensions as an option for our injured veterans,","504",NA
"and increase the value of the disability award.","504",NA
