text,cmp_code
Democrats will also do more to invest in our most distressed communities—from our cities to coal country to the Rust Belt.,progressivism
"We will create good-paying jobs and enhance opportunities by investing in small business, youth employment, and reentry programs for formerly incarcerated people.",regulationism
We will expand and make permanent the New Markets Tax Credit.,laissez-faire
We will improve safety by repairing crumbling infrastructure in communities that need it most,jianshe
as well as on tribal lands.,progressivism
And we will make investments in affordable housing near good jobs and good schools.,regulationism
"Democrats have a comprehensive agenda to invest in America’s cities, grounded on the premise that local leaders are best equipped to create a better future for their residents —but need the resources and flexibility to get the job done.",laissez-faire
"We will dramatically increase federal infrastructure funding for our cities—making significant new investments in roads and bridges, public transit, drinking and wastewater systems, broadband, schools, and more.",jianshe
"Democrats also will revitalize communities being dragged down by physical decay by building on programs like the Neighborhood Stabilization Program and the Hardest Hit Fund, which have helped cities across the country begin to address these challenges.",jianshe
"We will provide resources to help overcome blight, expand Community Development Block Grant funds, provide more housing support to high-poverty communities, and build more affordable rental housing units.",jianshe
We will support entrepreneurship and small business growth in cities by providing mentoring and training to entrepreneurs and small business owners in underserved communities,laissez-faire
"as well as expanding federal funding for the New Markets Tax Credit, community development financial institutions, and the State Small Business Credit Initiative.",laissez-faire
We have a profound moral and legal responsibility to the Indian tribes—throughout our history we have failed to live up to that trust.,progressivism
"That is why the Democratic Party will fulfill, honor, and strengthen to the highest extent possible the United States’ fundamental trust responsibility,",progressivism
"grounded in the Constitution, treaties, and case law to American Indian and Alaska Native tribes.",progressivism
"We recognize the inherent sovereignty of Indian nations and will work to enact laws and policies that strengthen, not reduce, the powers of Indian nations over people who interact with them in Indian Country.",progressivism
"We will work on a government-to-government basis to continue to empower Indian nations,",progressivism
and to provide sufficient and meaningful resources to Indian tribes to bolster economic development and self-determination.,progressivism
"As Democrats, we will constantly seek to ensure that American Indian communities are safe, healthy, educated, innovative, and prosperous.",progressivism
"We will restore tribal lands by continuing to streamline the land-into-trust process and recognize the right of all tribes to protect their lands, air, and waters.",progressivism
"We will continue to work on a government-to-government basis to address chronic underfunding,",progressivism
and provide meaningful resources and financial investments that will empower American Indian tribes through increased economic development and infrastructure improvements on tribal lands.,progressivism
"We will strengthen the operation of tribal housing programs, and reauthorize the Indian Housing Block Grant Program.",progressivism
"We will increase affordable and safe housing and fight to significantly reduce homelessness on and off Indian reservations,",progressivism
especially among Native youth and veterans.,progressivism
We will invest in Indian education from early childhood through higher education.,regulationism
"We will fully fund the Bureau of Indian Education (BIE),",regulationism
"strengthen self-determination to enable culturally-tailored learning unique to each tribal nation,",progressivism
and help to recruit and retain qualified teachers for Native learners.,regulationism
Democrats will continue to support President Obama's Generation Indigenous initiative that has made important strides in promoting new investments and increased engagement with American Indian youth,regulationism
", including by continuing efforts to reform the BIE to provide students attending BIE-funded schools with a world-class culturally-based education.",regulationism
We also support the elimination of school and sports mascots that reflect derogatory stereotypes and that perpetuate racism.,progressivism
"We will strengthen tribal sovereignty and tribal jurisdiction by enacting laws and policies that enhance the ability of Indian nations to govern their territories,",progressivism
"keep their communities safe,",conservatism
and prosecute crimes committed on tribal lands.,conservatism
"We will build on the important provisions in the Violence Against Women Reauthorization Act of 2013, which reaffirmed the right of Indian tribes to prosecute perpetrators regardless of race who commit domestic violence on tribal lands.",progressivism
Democrats will continue to work to address criminal justice gaps that undermine the safety of tribal communities.,progressivism
And we will back these efforts through robust investments in effective tribal law enforcement and tribal courts.,progressivism
"We believe that health care is a core federal trust responsibility,",regulationism
and we support a robust expansion of the health care provided by the Indian Health Service.,regulationism
"We will work to fully fund the Indian Health Service, Tribal, and Urban Indian health care system and",regulationism
"to ensure that all American Indians have adequate, safe, and affordable access to primary care providers, including oral health, mental health practitioners, and substance abuse treatment options.",regulationism
"We acknowledge the past injustices and the misguided, harmful federal and state policies and actions based on outdated and discredited values and beliefs that resulted in the destruction of the Indian nations’ economies,",progressivism
"social, and religious systems,",progressivism
"the taking of their lands,",progressivism
and the creation of intergenerational trauma that exists to this day.,progressivism
"We believe that we have a moral and profound duty to honor, respect, and uphold our sacred obligation to the Indian nations and Indian peoples.",progressivism
"We will manage for tribal sacred places,",progressivism
"and empower tribes to maintain and pass on traditional religious beliefs, languages, and social practices",progressivism
without fear of discrimination or suppression.,progressivism
"We also believe that Native children are the future of tribal nations and that the Indian Child Welfare Act is critical to the survival of Indian culture, government, and communities and must be enforced with the statutory intent of the law.",progressivism
"We will strengthen Indian voting rights, including improved access to polling locations.",progressivism
"We will build on federal programs to reduce the disproportionate incarceration of American Indian and Alaska Native men and women,",progressivism
"reduce disparities in prison sentencing,",progressivism
"protect the religious rights of Native prisoners,",progressivism
"reduce barriers to prisoner reentry,",progressivism
and offer access to housing and employment upon reentry.,regulationism
"We call for a climate change policy that protects tribal resources,",progressivism
"protects tribal health,",progressivism
"and provides accountability through accessible, culturally appropriate participation and strong enforcement.",progressivism
"We will engage in meaningful and productive consultation with Tribal Leaders, and will host a White House Tribal Nations Conference annually bringing together cabinet and senior level federal officials to gather input from Tribal Nations when formulating federal policy impacting tribes.",progressivism
Democrats believe that American Indian/Alaska Natives shall be represented in the federal government to properly reflect their needs,progressivism
"and will work to appoint American Indian/Alaska Natives to key positions, including retaining a senior level policy position in the White House Domestic Policy Council.",progressivism
We will strengthen the White House Council on Native American Affairs.,progressivism
Democrats will increase engagement with American Indians/Alaska Natives living outside of tribal communities.,progressivism
Democrats also support efforts for self-governance and self-determination of Native Hawaiians.,progressivism
"Native Hawaiians are the indigenous, aboriginal people of Hawai'i whose values and culture are the foundation of the Hawaiian Islands.",progressivism
"We support proactive actions by the federal government to enhance Native Hawaiian culture, health, language, and education.",progressivism
We recognize and honor the contributions and sacrifices made in service to our country by Native Hawaiians.,progressivism
And we are committed to addressing the extraordinary challenges faced by our fellow citizens in Puerto Rico.,progressivism
Many stem from the fundamental question of Puerto Rico’s political status.,progressivism
"Democrats believe that the people of Puerto Rico should determine their ultimate political status from permanent options that do not conflict with the Constitution, laws, and policies of the United States.",progressivism
and good-paying jobs for the hardworking people of Puerto Rico.,progressivism
"We also believe that Puerto Ricans must be treated equally by Medicare, Medicaid, and other programs that benefit families.",regulationism
"Puerto Ricans should be able to vote for the people who make their laws,",progressivism
just as they should be treated equally.,progressivism
"All American citizens, no matter where they reside, should have the right to vote for the President of the United States.",progressivism
"Finally, we believe that federal officials must respect Puerto Rico’s local self-government as laws are implemented and Puerto Rico’s budget and debt are restructured so that it can get on a path towards stability and prosperity.",progressivism
"We also recognize and honor the contributions and the sacrifices made in service of our country by the Americans living in the territories of Guam, American Samoa, the U. S. Virgin Islands, and the Commonwealth of the Northern Mariana Islands.",laissez-faire
"We support self-government and self-determination for the people of the territories,",laissez-faire
and their right to decide their future status.,progressivism
"All Americans should be able to vote for the people who make their laws,",progressivism
just as they should be treated equally.,progressivism
"And all American citizens, no matter where they reside, should have the right to vote for the President of the United States.",progressivism
"We will work as partners to the people of Guam on military matters,",pro-militarily
"believe veterans from Guam and the Virgin Islands should have access to timely and quality Department of Veterans Affairs (VA) care,",pro-militarily
and take seriously the unique health care challenges that Pacific Island communities face.,progressivism
And we support reviewing the feasibility of extending the ACA to all the territories and increasing the Medicaid cap.,regulationism
and will work towards fair and equitable treatment under federal programs.,progressivism
Democrats know that Americans’ right to vote is sacred and fundamental.,progressivism
"We believe that we must protect Americans’ right to vote,",progressivism
while stopping corporations’ outsized influence in elections.,progressivism
"We must rectify the Supreme Court decision gutting the Voting Rights Act, which is a profound injustice.",progressivism
"We will stop efforts by Republican governors and legislatures to disenfranchise people of color, low-income people, and young people,",progressivism
and prevent these voters from exercising their right to vote through onerous restrictions.,progressivism
"We will ensure that election officials comply with voting protections, including provisions mandating bilingual materials and voter assistance.",progressivism
"And we will fight to reform our broken campaign finance system,",regulationism
which gives outsized influence to billionaires and big corporations.,progressivism
It’s time we give back control of our elections to those to whom it belongs—the American people.,progressivism
The Democratic Party was founded on the promise of an expanded democracy.,progressivism
The right to vote is at the heart of our national vision.,progressivism
It is a core principle of the Democratic Party to maximize voter participation for all Americans.,progressivism
"Our democracy suffers when nearly two thirds of our citizens do not or cannot participate, as in the last midterm elections.",progressivism
"Democrats believe we must make it easier to vote, not harder.",progressivism
We must restore the full protections of the Voting Rights Act.,progressivism
"We will bring our democracy into the 21st century by expanding early voting and vote-by-mail,",progressivism
"implementing universal automatic voter registration and same day voter registration,",progressivism
"ending partisan and racial gerrymandering, and making Election Day a national holiday.",progressivism
We will restore voting rights for those who have served their sentences.,progressivism
"And we will continue to fight against discriminatory voter identification laws,",progressivism
"which disproportionately burden young voters, diverse communities, people of color, low-income families, people with disabilities, the elderly, and women.",progressivism
"We support fully funding the Help America Vote Act and will work to fulfill the promise of election reform,",progressivism
including fighting to end long lines at voting booths,progressivism
"and ensuring that all registration materials, voting materials, polling places, and voting machines are truly accessible to seniors, Americans with disabilities, and citizens with limited English proficiency.",progressivism
"We will support local, county, and state governments in their efforts to upgrade old voting equipment and machines with modern systems, including voter-verified paper ballots,",laissez-faire
"to ensure that all voters are able to exercise this sacred right in the quickest, most convenient, secure and accurate manner possible.",progressivism
"Republicans have enacted various voter suppression tactics from Ohio to Florida,",progressivism
"and even though some federal courts have already found that these measures go too far,",progressivism
Democrats will continue to fight these laws to preserve the fundamental right to vote.,progressivism
We support efforts to defeat ill-motivated voter suppression tactics.,progressivism
"We also support Ohio’s proposed Voters Bill of Rights amendment, North Carolina’s Moral Monday movement, and similar initiatives to permanently safeguard this inalienable right.",progressivism
Democrats believe we must fight to preserve the essence of the longest standing democracy in the world:,progressivism
"a government that represents the American people, not just a handful of powerful and wealthy special interests.",progressivism
We will fight for real campaign finance reform now.,progressivism
"Big money is drowning out the voices of everyday Americans,",regulationism
and we must have the necessary tools to fight back and safeguard our electoral and political integrity.,progressivism
Democrats support a constitutional amendment to overturn the Supreme Court’s decisions in Citizens United and Buckley v. Valeo.,regulationism
"We need to end secret, unaccountable money in politics by requiring, through executive order or legislation, significantly more disclosure and transparency—by outside groups, federal contractors, and public corporations to their shareholders.",regulationism
We need to amplify the voices of the American people through a small donor matching public financing system.,progressivism
We need to overhaul and strengthen the Federal Election Commission so that there is real enforcement of campaign finance laws.,conservatism
And we need to fight to eliminate super PACs and outside spending abuses.,regulationism
"Our vision for American democracy is a nation in which all people, regardless of their income,",progressivism
can participate in the political process and can run for office,progressivism
without needing to depend on large contributions from the wealthy and the powerful.,regulationism
"We will appoint judges who defend the constitutional principles of liberty and equality for all,",progressivism
"and will protect a woman’s right to safe and legal abortion,",progressivism
"curb billionaires’ influence over elections because they understand that Citizens United has fundamentally damaged our democracy,",regulationism
"and believe the Constitution protects not only the powerful, but also the disadvantaged and powerless.",progressivism
"Restoring our democracy also means finally passing statehood for the District of Columbia,",laissez-faire
so that the American citizens who reside in the nation’s capital have full and equal congressional rights,progressivism
as well as the right to have the laws and budget of their local government respected without Congressional interference.,laissez-faire
We believe that by making those at the top and the largest corporations pay their fair share,regulationism
we can pay for ambitious progressive investments that create good-paying jobs,progressivism
and offer security to working families,progressivism
"Democrats believe that we should not be contracting, outsourcing, or privatizing work that is inherently governmental in nature, including postal services, school services, and state and local government services.",regulationism
That is why we will preserve and enhance the integrity and accuracy of the census and the American Community Survey (ACS).,progressivism
"We will equip the Census Bureau with the resources needed to prepare for and conduct a cost effective, complete and accurate census,",progressivism
"as well as improve counting segments of the population that are historically and persistently undercounted, specifically communities of color, immigrants, LGBT people, young children, those with disabilities, and rural and low-income populations.",progressivism
We will also maintain the legal requirement for the public to participate and be counted.,conservatism
"Democrats also believe that government services should be culturally and linguistically appropriate and that data should be disaggregated for those communities, like Asian Americans and Pacific Islanders, where it is necessary to fully understand and address their needs.",laissez-faire
We will build on the creation of the United States Digital Service (USDS) and give it the resources it needs to transform and digitize the top 25 federal government programs that directly serve citizens.,jianshe
And we will use technology to improve outcomes and government accountability by embracing prioritized goal setting and performance tracking for the federal government.,jianshe
creating millions of good-paying middle class jobs;,progressivism
"ensure no Americans are left out or left behind as we accelerate the transition to a clean energy economy,",progressivism
modernize our electric grid;,jianshe
These efforts will create millions of new jobs,progressivism
and save families and businesses money on their monthly energy bills.,regulationism
"We will transform American transportation by reducing oil consumption through cleaner fuels, vehicle electrification increasing the fuel efficiency of cars, boilers, ships, and trucks.",jianshe
We will make new investments in public transportation and build bicycle and pedestrian infrastructure across our urban and suburban areas.,jianshe
as well as defending and extending tax incentives for energy efficiency and clean energy.,laissez-faire
"Democrats recognize the importance of climate leadership at the local level and know that achieving our national clean energy goals requires an active partnership with states, cities, and rural communities where so much of our country’s energy policy is made.",laissez-faire
We believe hydraulic fracturing should not take place where states and local communities oppose it.,laissez-faire
This will both protect our climate and create thousands of good-paying jobs.,progressivism
"We will work to expand access to cost-saving renewable energy by low-income households,",regulationism
"create good-paying jobs in communities that have struggled with energy poverty,",progressivism
and oppose efforts by utilities to limit consumer choice or slow clean energy deployment.,regulationism
"We will streamline federal permitting to accelerate the construction of new transmission lines to get low-cost renewable energy to market,",laissez-faire
"To create good-paying middle class jobs that cannot be outsourced,",progressivism
"Democrats support high labor standards in clean energy infrastructure and the right to form or join a union,",progressivism
"During the clean energy transition, we will ensure landowners, communities of color, and tribal nations are at the table.",progressivism
"Yet as we saw in Flint, Michigan, low-income communities and communities of color are disproportionately home to environmental justice “hot spots,” where air pollution, water pollution, and toxic hazards like lead increase health and economic hardship.",progressivism
"The impacts of climate change will also disproportionately affect low-income and minority communities, tribal nations, and Alaska Native villages—",progressivism
all of which suffer the worst losses during extreme weather and have the fewest resources to prepare.,progressivism
"Simply put, this is environmental racism.",progressivism
The fight against climate change must not leave any community out or behind,progressivism
—including the coal communities who kept America’s lights on for generations.,progressivism
"Democrats will fight to make sure these workers and their families get the benefits they have earned and the respect they deserve,",regulationism
and we will make new investments in energy-producing communities to help create jobs and build a brighter and more resilient economic future.,jianshe
"We will also oppose threats to the public health of these communities from harmful and dangerous extraction practices, like mountaintop removal mining operations.",regulationism
Those who fail to do so should be held accountable.,regulationism
Democrats also respectfully request the Department of Justice to investigate allegations of corporate fraud on the part of fossil fuel companies accused of misleading shareholders and the public on the scientific reality of climate change.,regulationism
"As a nation, we need policies and investments that will keep America’s public lands public,",regulationism
"increase access to parks and public lands for all Americans,",progressivism
and all Americans can access and enjoy natural spaces.,progressivism
"Democrats will approach conservation of our public lands and waters in a way that reflects the diversity of our country, by actively engaging all Americans in the great outdoors and protecting natural landscapes and cultural sites that tell the story of America's complex history.",progressivism
"To help meet these goals, we will work to build a diverse workforce in agencies that manage America's public lands, waters, and cultural sites.",progressivism
"Agricultural lands account for nearly half of the total land area in America and our agricultural practices have a significant impact on our water, land, oceans, and the climate.",progressivism
we must enlist farmers as partners in promoting conservation and stewardship.,progressivism
"Democrats know that every child, no matter who they are, how much their families earn, or where they live, should have access to a high-quality education, from preschool through high school and beyond.",progressivism
"But the United States still lags behind other advanced economies in providing high-quality, universal preschool programs to help all of our kids get a strong start to their educations.",regulationism
"Our schools are more segregated today than they were when Brown v.  Board of Education was decided,",progressivism
and we see wide disparities in educational outcomes across racial and socioeconomic lines.,progressivism
"A college degree or another form of post-secondary education is increasingly required for jobs that pay a middle-class wage,",regulationism
but graduation rates have stagnated for low-income students.,progressivism
And the high cost of college has required too many Americans to take out staggering student loans or put a degree out of reach entirely.,regulationism
We are selling our children and our young people short.,regulationism
"Democrats are committed to making good public schools available to every child, no matter what zip code they live in, and at last making debt-free college a reality for all Americans.",regulationism
"Democrats believe that in America, if you want a higher education, you should always be able to get one: money should never stand in the way.",regulationism
"Cost should not be a barrier to getting a degree or credential, and debt should not hold you back after you graduate.",regulationism
"Bold new investments by the federal government,",regulationism
"coupled with states reinvesting in higher education and colleges holding the line on costs,",regulationism
will ensure that Americans of all backgrounds will be prepared for the jobs and economy of the future.,progressivism
"Democrats are unified in their strong belief that every student should be able to go to college debt-free,",regulationism
and working families should not have to pay any tuition to go to public colleges and universities.,regulationism
"We will also make community college free,",regulationism
while ensuring the strength of our Historically Black Colleges and Universities and Minority-Serving Institutions.,progressivism
"The federal government will push more colleges and universities to take quantifiable, affirmative steps in increasing the percentages of racial and ethnic minority, low-income, and first-generation students they enroll and graduate.",progressivism
Achieving these goals depends on state and federal investment in both students and their teachers.,regulationism
"Whether full-time or adjunct, faculty must be supported to make transformative educational experiences possible.",regulationism
"As we make college affordable for future students,",regulationism
"we will not forget about the millions of borrowers with unsustainable levels of student debt, who need help right now.",regulationism
Democrats will allow those who currently have student debt to refinance their loans at the lowest rates possible.,regulationism
We will simplify and expand access to income-based repayment so that no student loan borrowers ever have to pay more than they can afford.,regulationism
And we will significantly cut interest rates for future undergraduates because we believe that making college more affordable is more important than the federal government making billions of dollars in profit off those loans.,regulationism
Democrats will also fight for a student borrower bill of rights to ensure borrowers get adequate information about options to avoid or get out of delinquency or default.,regulationism
We will hold lenders and loan servicers to high standards to help borrowers in default rehabilitate and repay their debts.,regulationism
We will continue the important Public Service Loan Forgiveness and loan discharge programs begun by the Obama Administration.,regulationism
"Finally, Democrats will restore the prior standard in bankruptcy law to allow borrowers with student loans to be able to discharge their debts in bankruptcy as a measure of last resort.",regulationism
"To make progress toward these goals, the government should offer a moratorium on student loan payments to all federal loan borrowers so they have the time and get the resources they need to consolidate their loans, enroll in income-based repayment programs, and take advantage of opportunities to reduce monthly payments and fees.",regulationism
"We will strengthen our nation’s public and private Historically Black Colleges and Universities, Predominantly Black Institutions, Hispanic-Serving Institutions, Asian American and Native American Pacific Islander-Serving Institutions, Tribal Colleges and Universities, Alaska Native and Native Hawaiian-Serving Institutions, Native American-Serving Nontribal Institutions, and minority-serving institutions.",progressivism
"Many of these schools educate disproportionate percentages of growing populations of Americans: students who are racial and ethnic minorities, low-income students, and first-generation students.",progressivism
"As the nation is grappling with how to expand educational access and increase success, especially for communities of color and low-income students and families, there is evidence that the nation’s HBCUs and Minority Serving Institutions have honed promising models for educating these students to prepare them for high- and critical-need positions while containing costs.",progressivism
"We will create a robust and historic dedicated fund to keep costs down, provide quality education, and ensure dedicated support to improve student outcomes and completion rates.",regulationism
"We will provide further assistance to students at these schools, as well as other students across the country,",conservatism
by restoring year-round Pell funding so that low- and middle-income students from all backgrounds can get the support they need to make progress toward a college degree throughout the year.,conservatism
We will continue to crack down on for-profit schools that take millions in federal financial aid—often as their principal source of revenue—and then exploit students and burden them with debt rather than educating them.,regulationism
That is why we will strengthen the gainful employment rule to ensure that for-profit schools enable students to complete their degrees and prepare them for work.,regulationism
"We will go after for-profits that engage in deceptive marketing, fraud, and other illegal practices.",regulationism
We will also exercise our responsibility in oversight over the Department of Education to carry out their obligation to close down those for-profit schools that consistently engage in fraudulent and illegal conduct.,regulationism
It is unacceptable that for-profit schools with low graduation rates keep encouraging their students to take out federal loans they will have trouble paying back.,regulationism
"Therefore, to the maximum extent possible, we will also encourage widespread relief and the forgiveness of debt to those students harmed by the practices of fraudulent institutions.",regulationism
Democrats believe we must have the best-educated population and workforce in the world.,regulationism
"That means making early childhood education and universal preschool a priority, especially in light of new research showing how much early learning can impact life-long success.",regulationism
Democrats will invest in early childhood programs like Early Head Start and provide every family in America with access to high-quality childcare and high-quality preschool programs.,regulationism
"We support efforts to raise wages for childcare workers,",progressivism
and to ensure that early childhood educators are experienced and high-quality.,regulationism
We will ensure there are great schools for every child,regulationism
no matter where they live.,progressivism
Democrats know the federal government must play a critical role in making sure every child has access to a world-class education.,regulationism
"We believe that a strong public education system is an anchor of our democracy,",regulationism
and the vehicle through which we help all children achieve their dreams.,progressivism
Public education must engage students to be critical thinkers and civic participants,progressivism
while addressing the wellbeing of the whole child.,regulationism
"We also support increased investments in afterschool and summer learning programs,",regulationism
"which help working families,",progressivism
"keep kids safe,",conservatism
and inspire learning at a time when many students are left unsupervised.,regulationism
We must find ways to encourage mentoring programs that support students in reaching their full potential.,regulationism
Mentoring is a strategy to ensure that children living in poverty have the encouragement and support to aim high and enter the middle class.,progressivism
"We will focus on group mentoring, which is a low-cost, high-yield investment that offers the benefit of building a supportive network of peers who push one another towards success.",regulationism
Democrats believe all students should be taught to high academic standards.,regulationism
Schools should have adequate resources to provide programs and support to help meet the needs of every child.,regulationism
"We will hold schools, districts, communities, and states accountable for raising achievement levels for all students—",regulationism
"particularly low-income students, students of color, English Language Learners, and students with disabilities.",progressivism
"We must fulfill our national commitment to provide a meaningful education to students with disabilities, and work towards full funding of the Individuals with Disabilities Education Act so that students with disabilities can receive the extra resources and services they need.",progressivism
"With an appropriate educational foundation, children with disabilities can thrive and become adults with greater opportunities and more meaningful life experiences.",progressivism
"We are also deeply committed to ensuring that we strike a better balance on testing so that it informs, but does not drive, instruction.",regulationism
"To that end, we encourage states to develop a multiple measures approach to assessment, and we believe that standardized tests must be reliable and valid.",regulationism
"We oppose high-stakes standardized tests that falsely and unfairly label students of color, students with disabilities and English Language Learners as failing;",regulationism
the use of standardized test scores as basis for refusing to fund schools or to close schools;,regulationism
"and the use of student test scores in teacher and principal evaluations, a practice which has been repeatedly rejected by researchers.",progressivism
We support enabling parents to opt their children out of standardized tests without penalty for either the student or their school.,regulationism
"Democrats recognize and honor all the professionals who work in public schools to support students' education—teachers, education support professionals, and specialized staff.",progressivism
We know that good teachers are essential to improving student learning and helping all students to meet high academic standards.,progressivism
Democrats will launch a national campaign to recruit and retain high-quality teachers.,progressivism
We will ensure that teachers receive the tools and ongoing professional development they need to succeed in the classroom and provide our children with a world-class education.,progressivism
"We also must lift up and trust our educators, continually build their capacity, and ensure that our schools are safe, welcoming, collaborative, and well-resourced places for our students, educators, and communities.",progressivism
"We will invest in high-quality STEAM classes, community schools, computer science education, arts education, and expand link learning models and career pathways.",regulationism
"We will end the school-to-prison pipeline by opposing discipline policies which disproportionately affect African Americans and Latinos, Native Americans and Alaska Natives, students with disabilities, and youth who identify as LGBT.",progressivism
We will support the use of restorative justice practices that help students and staff resolve conflicts peacefully and respectfully while helping to improve the teaching and learning environment.,regulationism
And we will work to improve school culture and combat bullying of all kinds.,progressivism
The Democratic Party is committed to eliminating opportunity gaps—particularly those that lead to students from low-income communities arriving on day one of kindergarten several years behind their peers.,progressivism
This means advocating for labor and public assistance laws that ensure poor parents can spend time with their children.,progressivism
This means raising household incomes in poor communities.,progressivism
"It means ensuring children have health care, stable housing free of contaminants, and a community free of violence in order to minimize the likelihood of cognitive delays.",regulationism
"It means enriching early childhood programming to prepare children in areas such as literacy, numeracy, civic engagement, and emotional intelligence.",regulationism
"It means supporting equitable and adequate state funding for public education,",regulationism
and expanding Title I funding for schools that serve a large number or high concentration of children in poverty.,progressivism
It means ending curriculum gaps that maintain and exacerbate achievement gaps.,progressivism
We support policies that motivate rather than demoralize our educators.,progressivism
"We are committed to ensuring that schools that educate children in poverty are not treated unfairly, which is why we will end the test-and-punish version of accountability that does no more than reveal the many opportunity gaps facing students from low-income communities.",progressivism
Democrats are committed to providing parents with high-quality public school options and expanding these options for low-income youth.,regulationism
"We support democratically governed, great neighborhood public schools",regulationism
"and high-quality public charter schools,",regulationism
and we will help them disseminate best practices to other school leaders and educators.,regulationism
Democrats oppose for-profit charter schools focused on making a profit off of public resources.,regulationism
"We believe that high-quality public charter schools should provide options for parents,",progressivism
but should not replace or destabilize traditional public schools.,regulationism
"Charter schools must reflect their communities, and thus must accept and retain proportionate numbers of students of color, students with disabilities and English Language Learners in relation to their neighborhood public schools.",progressivism
"Democrats have been fighting to secure universal health care for the American people for generations, and we are proud to be the party that passed Medicare, Medicaid, and the Affordable Care Act (ACA).",regulationism
Being stronger together means finally achieving that goal.,regulationism
"We are going to fight to make sure every American has access to quality, affordable health care.",regulationism
"We will tackle the problems that remain in our health care system, including cracking down on runaway prescription drug prices and addressing mental health with the same seriousness that we treat physical health.",regulationism
"We will fight Republican efforts to roll back the clock on women’s health and reproductive rights, and stand up for Planned Parenthood.",progressivism
"And we will tackle the epidemics of substance abuse and gun violence, which each claim tens of thousands of lives every year.",regulationism
"Democrats believe that health care is a right, not a privilege, and our health care system should put people before profits.",regulationism
"Thanks to the hard work of President Obama and Democrats in Congress, we took a critically important step toward the goal of universal health care by passing the Affordable Care Act, which has covered 20 million more Americans and ensured millions more will never be denied coverage because of a pre-existing condition.",regulationism
Democrats will never falter in our generations-long fight to guarantee health care as a fundamental right for every American.,regulationism
"As part of that guarantee, Americans should be able to access public coverage through a public option,",regulationism
and those over 55 should be able to opt in to Medicare.,regulationism
"Democrats will empower the states, which are the true laboratories of democracy,",laissez-faire
to use innovation waivers under the ACA to develop unique locally tailored approaches to health coverage.,laissez-faire
This will include removing barriers to states which seek to experiment with plans to ensure universal health care to every person in their state.,regulationism
"By contrast, Donald Trump wants to repeal the ACA, leaving tens of millions of Americans without coverage.",regulationism
"For too many of us, health care costs are still too high, even for those with insurance.",regulationism
"And medical debt is a problem for far too many working families, with one-quarter of Americans reporting that they or someone in their household had problems or an inability to pay medical bills in the past year.",regulationism
Democrats will also work to end surprise billing and other practices that lead to out-of-control medical debt that place an unconscionable economic strain on American households.,regulationism
"We will repeal the excise tax on high-cost health insurance and find revenue to offset it because we need to contain the long-term growth of health care costs,",laissez-faire
but should not risk passing on too much of the burden to workers.,progressivism
"Democrats will keep costs down by making premiums more affordable, reducing out-of-pocket expenses, and capping prescription drug costs.",regulationism
And we will fight against insurers trying to impose excessive premium increases.,regulationism
"Democrats will fight any attempts by Republicans in Congress to privatize, voucherize, or “phase out” Medicare as we know it.",regulationism
"And we will oppose Republican plans to slash funding and block grant Medicaid and SNAP, which would harm millions of Americans.",regulationism
We will keep fighting until the ACA’s Medicaid expansion has been adopted in every state.,regulationism
Nineteen states have not yet expanded Medicaid.,regulationism
This means that millions of low-income Americans still lack health insurance and are not getting the care they need.,regulationism
"Additionally, health care providers, clinics, hospitals, and taxpayers are footing a higher bill when people without insurance visit expensive emergency rooms.",regulationism
"Democrats believe your zip code or census tract should not be a predictor of your health,",progressivism
which is why we will make health equity a central part of our commitment to revitalizing communities left behind.,progressivism
"Democrats believe that all health care services should be culturally and linguistically appropriate,",progressivism
and that neither fear nor immigration status should be barriers that impede health care access.,progressivism
"We must renew and expand our commitment to Community Health Centers, as well as community mental health centers",regulationism
and family planning centers.,progressivism
"These health centers provide critically important, community-based prevention and treatment in underserved communities,",regulationism
"prevent unnecessary and expensive trips to emergency rooms,",regulationism
and are essential to the successful implementation of the ACA.,regulationism
"We will fight for a comprehensive system of primary health care, including dental, mental health care, and low-cost prescription drugs by doubling of funding for federally qualified community health centers over the next decade, which currently serve 25 million people.",regulationism
Democrats also know that one of the key ingredients to the success of these health centers is a well-supported and qualified workforce in community-based settings.,jianshe
"We will fight to train and support this workforce, encourage providers to work with underserved populations through the National Health Service Corps,",progressivism
and create a comprehensive strategy to increase the pool of primary health care professionals.,regulationism
"It is unacceptable that the United States pays, by far, the highest prices in the world for prescription drugs and that too many Americans between the ages of 18 and 64 cannot afford to fill their prescriptions.",regulationism
