,Unnamed: 0.1,Unnamed: 0,text,cmp_code
284,284,365,The Social Allowance for Caring for a Disabled Will BE Established in the Amount of At LEAST Two Social Standards of Consumption.,504
285,285,366,The Possibilites of Joint Training of Children with Disabilites in Ordinary Educational Institute Be Significantly Expanded.,503
286,286,369,EVERY PERSON is dear to Us!,503
287,287,370,PEOPLE WITH DISABILITIS SHOULD TAKE An Active Part in Society.,503
288,288,379,"OUR Country Has the Opportunity to Make an Innovative Breakthrough, Having Finished with the Raw Material Orientation of the Economy, Creating New Industering of Highly Techly Tech NOLOGICAL Production.",411
289,289,388,State Programs for Providing Social Housing for Young Teachers and Scientific and Pedagogical Workers Will Be Adopted.,504
290,290,389,An Unreasonable Gap in the Salary of the Teaching Staff and the University Administration Must Be Eliminated.,412
291,291,391,We Will Stop The Closure of Schools in the Village.,703
292,292,392,Rural Small Schools and Small Classes Will Provide State Support.,703
293,293,398,The LEGAL FRAMEWORK Will Be Consolidated by the Developer Part of the Income from the Sale of Each Unit of Final Products in Which its discovery is used!,411
294,294,406,"The Inability to Realize Yourself, Finding Your Place in Life LEADS to An Increase in Violence, Crime, Alcoholism and Drug Adiction in the Youuth.",603
295,295,409,"The Federal Law on State You Policy Will Be Adopted, Which Will Provide Young People with Real Social Guaranteees.",504
296,296,410,Increasing the Scale of the Construction of Social Housing for Young Families.,504
297,297,411,Increasing The Size of Scholarships to the Level of Social Standard of Consumption.,412
298,298,412,QUOTATION OF THE FIRST WORKPLACE FOR GRADUATES OF SECONDARY SPECIAL AND HIGHER EDUCATIONAL Institions.,504
299,299,413,Universities Will Receive State Orders for Specialists for State Enterprises.,412
300,300,415,We Will Solve the Problem of Interest -free Lending to Young People in Obtain Paid Higher Professional Education with An Obligation to work Cialty.,504
301,301,416,"It is Necessary to Create and Develop Specialized Services: Youuth Labor Exchange, Centers of Information and Documentation, Trust Services and Young Family, PsychoLogical Assist Ance Services, Teenage Medicine Centers, Modern Institions for Homeless Children and Children with Deviant Behavior, Youth Clubs and Leisure Institute.",504
302,302,417,"In Working with Youth, The Chimeras of “Self -Sufficiency” and “Profitability” Shoup Be Forgotten!",504
303,303,424,Local SELF -GOVERNMENT HAS NEVER Become An Instition of Self -Organization of Citizens of the Country.,301
304,304,425,The Vast Majority of People Are not Informed ABOUT THEIR RIGHTS and Opportunites to Resolve IMPORTANTANCE.,301
305,305,426,"Many Local Leaders Are not Much Different from Negligent and Corrupt Officials, Preoccupied only with Their Own Well -being.",304
306,306,427,PEOPLE Do not Believe them and Aresed to Apply to their Complaints to the President.,301
307,307,428,"In Turn, Higher Levels of Power Seek to Concentrate Resources at Home, and Transfer The Responsibility to Places.",301
308,308,429,"With a Clear Lack of Funds and the Absence of Rights, The Local Authorites Are not Able to Make Decisions on Issues that Conceern Citizens.",301
309,309,430,Public Heartings Were Turned Into An Imitation of the Participation of the Population in Resolving Local Issues.,202
310,310,431,Local Referendums are Extremely Rare.,202
311,311,432,"In Moscow and St.Petersburg, The Population is Virtually Devoid of the Right to Self-Government.",301
312,312,434,• MAXIMUM InClow of the Local Population in the Territory Management Process.,301
313,313,435,SELF -GOVERNMENT RIGHTS Will BE RELIABLY PrOTECTED.,301
314,314,436,• Elimination of Blurry Legislative Formulations in Determining Issues of Local Significance and Powers of Local Authorities.,301
315,315,437,The Practice of Giving the Powers of Municipalites Without Appropriate Financial Support Will Be DisContinved.,301
316,316,438,• Consolidation of Additional Tax Sources for Local Budgets.,301
317,317,439,"The Dependence of Local Budgets on Cash Receipts from the Regions Shoup BE REDUCED, SINCE FINANCIAL DEPENEVITABLY TURNS Into An Administration Dictate.",301
318,318,440,Municipalites - Own Tax Base,301
319,319,441,"It is Necessary to Legislatively Consolidate the Possibility of Participation of Representation of Civil Society in a Meeting Consultation under Ive, Legislative and Judicial Power.",202
320,320,442,The Federal Law that Regulates The Organization of Local Self-Government in Moscove and St.Petersburg Will BE Adopted.,301
321,321,443,We Will Radicallly Expand the Practice of Local Referenda and Public Hearings on Problems that Worry PEOPLE.,202
322,322,444,"Local SELF -GOVERNMENT, NOT Local ArbitraRareines!",301
323,323,446,"Unscrupulous Competition and Crime Suppress the Initiative of People, Depriving the Country of Prospects for Development.",401
324,324,447,"It is Necessary to Make Sure that EVERYONE in OUNTRY COULD FREELY OPEN HIS OWN BUSINESS, WAS Protected From Corruption and Racketeering.",401
325,325,448,"We must facilite medium -sized Businesses Access to the Domestic Market, As Well as to Financial and Innovative Resources.",401
326,326,449,Small and Medium -sized Businesses SHOULD Become The Basis of the Russian Economy and the Largest Employer.,401
327,327,450,"Only in this case, The Country Will Come Out of Deep DepResion and Will Be Able to Make an Innovative Breakthrough.",411
328,328,455,"In All Office Premuses and Shopping Centers, Rental Areas for Small Enterprises Shoups SHOULD Be Provided.",401
329,329,456,Increase The Share of Small and Medium -sized Businesses in the GDP Structure from 15% To 50%!,401
330,330,459,"Increase The Volume of State and Municipal Orders for Small and Medium -sized Enterprises from the Current 10% TO 20%, Increasing the Share of Innovative Products in IT.",412
331,331,460,"To Expand the Prospects in the Activities of Small and Medium -sized Enterprises, to Adopt The Law “On Border Cooperation”.",401
332,332,461,Small Business is an Opportunity to Earn Yourself and Let Others Earn Money!,401
333,333,463,Corruption Has Acquired An Unpredented Scale!,304
334,334,464,"This Incites Social Hatred, Threatens Economic and Social Stability, Undermines Confidence in Power.",304
335,335,465,Corruption Gives Rise to a Feeling of Lawlessness and Powerlessness in PEOPLE.,304
336,336,466,PEOPLE ARE TIRED of the FACT THEY AREN ABLE to Change ANYTHING.,202
337,337,467,"The Longer the Official Occupies His Chair, The more unpunished he feels.",304
338,338,468,"Corruption Measures are Accepted, But the Results Are not Visible.",304
339,339,470,"The Adoption of the Law “On Control Over the Expenses of Public Servants and Law EnforcesMent Officers and the Compliance of thespeeses of Income”, Which Provides for the Prose Cution of Persons Whose Income Sources of Whose Income Are not Legitimate Confirmation.",304
340,340,473,The Possibility of the Full Receipt of these Services Through The Internet Will Be Ensuered.,411
341,341,474,Increasing The Terms of Punishment for Bribory with Mandatator Confiscation of Property of Corrupt Officials and Members of their Families and the Ban On Working In State Autte He Army and Police.,304
342,342,475,Illegal Enrichment is a Criminal Offense!,304
343,343,477,We Will Introduce a Federal Legislative Norm on the Replacement of Anected Posts No More's Two Consecutive Terms.,202
344,344,478,"It is Necessary to Create a Truly Independent Commission to Combat Corruption, Which Works in Close Intection with Public Organizations.",304
345,345,479,The Struggle of Some Officials with the Corruption of Officials is meaningless.,304
346,346,480,Equate Corruption to State Treason!,304
347,347,481,Systems of Comprehece Continous Monitoring of the Practical Results of Anti -coreption Measures Will Be Developed and Implemented.,202
348,348,482,"At the Same Time, Civil Society Shoup Participate in Monitoring and Express Their Opinion Regarding Its Results.",606
349,349,483,It is Necessary to Create A SPECIALIZED SYSTEM of Administic Counds to Appeal the Actions of the Authorites.,202
350,350,484,CondUCT RUSSIAN LEGISLATION IN ACCORDANCE WITH THE UN CONvention Against Corruption!,304
351,351,486,Citizens of Russia do not feat!,605
352,352,487,Terrorism HAS Become A Curse of Oour Days!,605
353,353,488,A High Crime Level Is Still Alarming in the Law-Abiding Part of Society!,605
354,354,489,PEOPLE Do not BelievE Any Power: Neither The Court Nor Law Enforcent Agencies.,605
355,355,490,There are more and more victims of the Police and Bureaucratic Arbitraryiness.,605
356,356,492,Personal Liability of Special Services Workers and Heads of Strategic Facilites for Failure to Take Measures to Eliminate the Threat of Terrorist Acts.,605
357,357,493,Accountability of the Work of All Links of Law EnforcesMent Vertical - from Distribt Police to Minists.,202
358,358,494,"Civil and Parliamentary Control, Intection with the Media Will Be Registered in the Charter of the Ministry of Internal AFFARS AND Will Become The ITS Activities.",202
359,359,495,We Will Support All Public Initiatives Aimed At Expanding Civilian Resistance to Terror and Crime.,606
360,360,496,The Professionalism of Special Services and Civil Vigilance are the Main Forces in the Fight Against Terrorism,605
361,361,497,"We Will Establish a Competive Procedure for the Selection of Candidates for Law EnforcesMent Services, The Contract Basis of Official Relations.",605
362,362,498,We Tighten The Criteria for Official Compliance.,605
363,363,499,We Will Simplify the Procedure for Dismissing Employees of the Ministry of Internal Affairs Who Committed Official Offenses.,605
364,364,500,The Practice of Domestic Investigations of Violations of Laws and Professional Ethics Will Be Expanded by Law Enphorcement Officials.,605
365,365,501,We Will Abandon the Practice of Evaluating The Work of Law EnforcesMent Agencies for Statistical Indicators.,202
366,366,502,"The Employees of these Bodies Shoup Not Be Punished for Poor Statistical Indicators, BUT For Concealing Information.",202
367,367,503,The District Police Officers Shoup Be Elected by the Population!,202
368,368,504,The Main Criterion for Evaluating Their Work Shoup Be the Opinion of the Public On the State of Law and Order in the Subordinate Territory.,605
369,369,505,• IT IS Necessary to Tighten The Requirements for Candidates for the Position of Judge.,605
370,370,506,The Judge Must Be Provideed with All The Necessary Protraction Measures that Prevent Pressure on Him In Connection with His Professional Activity.,605
371,371,507,IS Important to Ensure The Real Independence of the Professional Judicial Community from the Executive Branch.,605
372,372,508,• The Ability to Defend Their Rights in Court Within the Time Limits Established by Law and Regardless of the Size of the Wallet is the Inalienable of Each Most Important Indicator of the Effectivence of Not only the Security System and Law and OrderBUT ALSO The Authorites Themselves.,605
373,373,509,It is to move from declations to rigidly Prescribed Procedures that Guarantee the Real All Citizens Before The Law.,605
374,374,510,Creating An Effective Secury System Will Return Oour Country Confidence in the Future,605
375,375,512,Politics in the Field of National Relations that Authorites Pursed in Recent Years Has Completely Failed.,607
376,376,513,"The Growth of Extremism, Nationalism and Violence in Society Has Reached Threatening Sizes!",607
377,377,514,The Further Development of these Processes Can Lead to the Civil War and the Collapse of the Country.,607
378,378,515,The Formation of A Clear and Responsight Policy in the Field of National Relations in the Russian Federal One of Main Tasks.,607
379,379,516,"The State Shoup Rely Not on Ethnic Groups, But on Citizens.",606
380,380,518,Development and Adoption of a New Concept of State National Policy and the Basic Federal Law on the Fundamentals of National State Policy.,607
381,381,519,"Equal Access to Education, Culture, Achievements of Civilization of All Peoples of Russia.",607
382,382,521,"The Protection of the Russian Language Is the Basis of National Unity, The Integration of Ethnic Groups Into a Single Civilian Nation.",608
383,383,522,The Full Economic Development of Territories and the Free Movement of Labor Resources Shoup Be Ensured.,607
384,384,523,"Labor Resources from Other Countries Will Be Involved in Stritics with the Interests of Russia, Within the Framework of the Established of the Accept Mining W. Orkers for Each “Donor” Country.",608
385,385,524,"Migration Shoup Not Create Ethnic Enclaves Alien to Oour Culture, Destroy The Prevailing Ethnocultural Balance.",607
386,386,525,We Will Introduce Programs of Socio-Cultural Integration for Migrants.,608
387,387,526,The Russian Language Exam and the History of Russia Will Become Mandatory.,608
388,388,527,OUR Goal IS Justice for All Peoples of Russia!,607
389,389,529,A Huge Number of Environmental Risks Havy Accumulated On the Territory of Oour Country.,501
390,390,530,"The Pollution of the Earth, Water, The Barbaric Attitude to the Biological and Forest Wealth of the Country Is Really Threatened by People's Health.",501
391,391,531,"We Breathe Air, The Concentration of Harmful Substances in Which Is Times Higher than the Maximum Permissible Norms.",501
392,392,532,The state does not actually Control the Quality of Food.,412
393,393,533,"The Urban Environment and, First of All, Urban Infrastructure Degrades.",411
394,394,534,Two -thirds of the Current Federal Tracks Do Not Comply with The Standards.,411
395,395,535,"In Large Cits-SoverPopoPulation and Dirt, in the Village-the Same Dirt, Uselessness, Deserted, Lack of Elementary Amenites.",501
396,396,536,Offen The Local Authorities are Beneficial for this of Affaires to be preserved - it is easier to “Cut” The Money Allocated from thestate Budget.,304
397,397,538,"To Simplify the Procedure for Conducation City Referenda, Public Hearings and Gatherings of Citizens.",202
398,398,539,Residents of Cits and Villages Shoups Be Able to Independently Resolve Issues Related to urban Planing Policy and the Development of Regions.,301
399,399,540,Accept The Ecological Code of the Russian Federal.,501
400,400,541,Legislatively Ensure Public Environmental Examination and Control of the Construction of Facilities Located Near Settlements.,501
401,401,542,IS Impossible to be Healthy in a Sick Environment!,501
402,402,543,The Environmental State of the Territory Shoup Be a Criterion for Assessing the Quality of Work of All Levels of Power.,501
403,403,544,Modern Methods of Disposal of Garbage Waste Will Be Introdued.,501
404,404,545,ManoufactUrers of Finined Products Will Be Required to Dispose of Them After Use.,501
405,405,546,"IS Necessary to Carefully Protect the ""Green Belts"" of Large Cities, Suppress The Liquidation Or Development of Parks, Squares and Historical Centers.",501
406,406,547,Officials Who Give Permission for Such a Development Contry to the Opinion of Local Residents Should Be Striptly Punished.,605
407,407,548,"• You Shoup Install “Green Standars” of Food in Presschool and School Institutations, in the Field of Children's Food Trade.",501
408,408,549,• WELL Introduce MandATORY ENVIRONMENTAL EDUCATION OF CHILDren.,501
409,409,550,It is Necessary to Tighten The Legislation On the Protection of the Water Wealth of the Country.,501
410,410,551,Fresh Water Becomes The Most Important Resource of the Geopolitical Influence of Russia and in the Future Will Become the Most Important Article of Export.,501
411,411,552,"To Adopt a Law Prohibiting the Activities of EnterPrice in the Vicinity of Baikal SincE 2012, Whose Emissions and Wastewater Can Apply Significant Harm to the Environment Ding BCCB).",501
412,412,553,Accept The Program to Re -Profile The Production and Employment of Employees of Such Enterprises.,501
413,413,554,Water Is a Source of Life and Wealth of the Country,501
414,414,556,The State Suffers Huge Losses Due to the Fact that State Property Actually Given to Incompetent and Threing Officials.,304
415,415,557,It is the Who Accuse the Fair Russia of Populism.,305
416,416,558,The Party Has a Clear Understanding of How to Achieve An Increase in Budget Revenues.,305
417,417,559,"In Russia, Wealthy Pekle Pay Less Taxes than People with Modest Earnings.",503
418,418,560,"It is Necessary to Modernize Tax Legislation, The Introduction of a Progressive Taxation Scale, Luxury Tax and Tax Onpensive Real Estate.",503
419,419,561,"We Propose to Change the Procedure for Collecting the Fee, Which Today Provokes Customs Authorites, and Achieve Transparency of Custares Proocedures.",202
420,420,562,We Demand to Introduce a state monopoly on the Production and Turnover of Ethyl Alcohol.,413
421,421,563,ENUGH To Poison PEOPLE AND ENRICH VODKA KINGS.,413
422,422,564,We Will Achieve the Use of a New System of Accounting for Business Wood - Trees Designed in Russia Intended for Export.,406
423,423,565,Modern Technologies Allow You to Mark The Trees In Order to Contant Control Over the Movement of Wood.,412
424,424,566,Similar Schemes Can Be Ussurs of the Country.,412
425,425,569,"2) Through The Optimized and Flexible Export, It Has Been Reflecting the Price of the Resource in the World Market,",406
426,426,570,And 3) Through Monthly Licensing Payments for the Field.,412
427,427,571,The Purchase of Goods and Services for State and Municipal NEEDS SHOULD BEE Under Hard Professional and Public Control.,412
428,428,572,"The Implementation of Only these Proposals of Fair Russia Will Give an Additional Income to the Budget 8 Trillion Rubles - Almoster Budget of the CoUntry, Which Whiter E Do Not Receive Today!",305
