text,cmp_code
Return the preferential travel to pensioners in the country.,regulationism
"Reduce the retirement age: for men - up to 58 years, for women - up to 53 years.",regulationism
77. Keep free education,regulationism
"In 1994, the LDPR resolutely stopped an attempt to introduce a fee for studying in high school of secondary schools.",regulationism
"We will continue to fight to ensure that in Russia education-secondary, secondary special and higher-remains free.",regulationism
78. To cancel the exam,regulationism
A single state examination did not justify hopes assigned to him.,regulationism
It is time to cancel his entrance exams in universities.,regulationism
"Everyone needs to be accepted into higher educational institutions and, following the results of the first session, leave at the institutes those who can and want to continue their studies further.",regulationism
"It is necessary to increase the amount of payments to half the average earnings in the country for students and students of universities, technical schools, colleges, professional schools.",regulationism
The scholarship should not be lower than the subsistence minimum.,regulationism
"provide them with the necessary drugs and technical means of rehabilitation,",regulationism
and also restore the benefits taken from the disabled by the Party of power.,regulationism
86. Provide support to schools,regulationism
"In cities, the school should become the cultural and educational center of the microdistrict in which it is located.",regulationism
It must be understood that the closure of the school is the beginning of the path to the disappearance of this settlement.,regulationism
87. Pay attention to kindergarten,regulationism
"It is necessary to revise the training of teachers of kindergartens, organize family kindergartens in small settlements, increase the number of kindergartens in cities by accelerated construction of new buildings and the return of premises illegally selected for children.",regulationism
88. Forbid to evict citizens,regulationism
"Neither the debt to pay for housing and communal services, nor the inability to return the loan to the bank, nor other circumstances should be the reason for the eviction of citizens from apartments and houses for debts.",regulationism
Executive sheets indicating the amount of the debt should be sent at the place of work of the debtor.,regulationism
"And if he does not have work, then it is necessary to wait until he has a source of income.",regulationism
90. Nationalize the entire structure of housing and communal services and the system of education and healthcare.,regulationism
Their transfer to private hands did not lead to the normal development of these spheres.,regulationism
It is required to take stiff measures for state control,regulationism
95. Provide medical care,regulationism
"It is necessary to create ambulance stations at railway stations, medical helicopter detachments in large air hubs so that people wounded with terrorist attacks do not die, waiting for the doctor’s arrival.",regulationism
"to introduce the death penalty to punish high -ranking corrupt officials, whose actions are on the hands of terrorists;",regulationism
"And for bribes to deprive the ranks and posts, to undergo an unconditional criminal punishment.",regulationism
104. Give benefits to the military and police,regulationism
"The LDPR demands that military personnel and law enforcement officers provide free travel in public transport, preferential annual guilues, free travel to the place of rest and treatment.",regulationism
Issuance of land and connection to communications are carried out for citizens on a free basis.,regulationism
108. Contribute to low -rise construction,regulationism
Even people with a very small salary will be able to afford to buy a small house.,regulationism
It's real.,regulationism
The state will issue an interest -free loan for 30 years.,regulationism
"And at the same time, for each child there will be a 30 percent discount from the loan.",regulationism
109. Repair of emergency housing at the expense of the state,regulationism
People are not to blame for the fact that their house did not make a major overhaul.,regulationism
Management companies must report to the residents for each penny spent.,regulationism
It should: introduce state insurance of contributions of participants in shared construction;,regulationism
"prohibit the sale of residential facilities and hostels, where people still continue to live;",regulationism
To recreate the Ministry of Housing and Communal Services.,regulationism
The private sector did not justify itself in this area.,regulationism
"The scandals overwhelmed politicians, administrators and employees of the state.",regulationism
A situation that sets Italy to the last places in the international rankings on corruption.,regulationism
"This phenomenon involves estimated costs in 60 billion per year to which indirect costs are added, delays in administrative practices, the malfunction of the public machine, the mala-management of resources, the loss of competitiveness and the brake on growth.",regulationism
"Bad politics is not only made of illegality and robberies, but also of myopian choices that make the cost of the generous benefits given in search of immediate consent fall on the new generations.",regulationism
"As in the case of baby pensions, paid today by young people who will never have their own or the one who has gradually reduced investments and infrastructures to inflate current expenditure and the patronage system.",regulationism
"It is no longer time of cunning, we will not repeat the shame of the first republic, we will not put our heads in the sand like the second.",regulationism
The non -negotiable goal is to leave our children a better land than we live in.,regulationism
Life for life for those who have been definitively sentenced for crimes against the public administration.,regulationism
"In our party, no re -acting even for those who had kept inappropriate behaviors and in any case in contrast with its principles of correctness and transparency.",regulationism
"Equation of political parties to public bodies with budget obligation, reporting, advertising, limits and methods of spending.",regulationism
"To those who do not comply with the budget requirements and do not guarantee compliance with their statute decreases public funding gradually, until its elimination.",regulationism
"We do not intend to demagogically rent to credit institutions the fault of the crisis, finding an easy scapegoat against which to convey people's anger.",regulationism
"Precisely because the role that banks hold in the economic system is strategic, it is necessary to rethink them.",regulationism
"Ours is therefore a challenge of responsibility for the strategic role in the economic and monetary field that Europe has entrusted to them: to be an instrument of economic recovery, entering new liquidity in an asphyxiated market, providing companies and families with the oxygen necessary toovercome the moment of difficulty we cross.",regulationism
"For this, the ECB and the Union have chosen to help the private banking system, rather than the governments of the sovereign states.",regulationism
"This task was disregarded: between December and February, the ECB has allocated 255 billion to Italian banks at a subsidized 1%rate, but loans to families and businesses instead of increasing have decreased in Italy of almost 35 billion euros.",regulationism
"On the contrary, in the first six months of 2012, the purchase of government bonds by Italian banks underwent a real boom: + 93 billion.",regulationism
"In light of the returns of the securities in the same period of time, it was a speculation with profit margins up to six times higher than the initial investment.",regulationism
"A political speculation, because of course the spread has fallen and the Monti government was able to claim the result in front of public opinion.",regulationism
"Even worse, from the point of view of the credibility of the ECB, is what happened in France: here a large slice of subsidized rate funding has been addressed in the financial companies owned by the main industrial groups, by these promptly converted into credit institutions authorized to collect theEuropean funds.",regulationism
"In this way, the resources that Member States have intended for the relaunch of the economy have served to amplify the financial capabilities of the few beneficiaries (automotive companies in the first place), in evident around the main community rules on competition and combat the aid ofState.",regulationism
"Supervision of the States and European institutions on respect for the pacts: it is the duty of Europe and Italy to make sure that the billions of euros of loans provided to banks to restore liquidity to the system come to families and businesses, without stopping in the coffers of the institutescredit which, on the contrary, close the taps.",regulationism
It is also necessary that European institutions define a specification with the correct methods of use of community resources allocated to support economic growth and prepare a credible sanctioning system against those who do not relate to the provisions.,regulationism
"Ware of a law that separies business banks from commercial ones, dividing ordinary banking activities from speculative ones.",regulationism
"Prohibition of financial speculations and high -risk operations with the money of the account holders, small savers, businesses and families.",regulationism
In a moment of crisis like the current one there must be no margins for the hazard on the resources of the weakest.,regulationism
Introduction of a maximum roof to the compensation of managers and constraints to the distribution of dividends for credit institutions that make use of the guarantee fund for Italian banks introduced in the 'Salva Italia'.,regulationism
"The great challenge is to move from an inefficient and expensive assistance system that places the citizen as a passive assisted, to a less expensive system that ensures equal or better services.",regulationism
"It is necessary to change this large old, slow and expensive machine and transform it into an instrument capable of giving real answers to the ever -growing and changing social needs, despite the scarcity of resources.",regulationism
"The ""Welfare Revolution"" also passes through the enhancement of the third sector: Sentinel of the social drives, an indispensable partner of local authorities, a healthy bearer of values in the era of the crisis which is cultural before financial.",regulationism
"Local authorities and institutions, in turn, must direct their efforts in the fight against social unease through the prevention and promotion of healthy lifestyles.",regulationism
"While guaranteeing the possibility of care, social and working reintegration to those who deputy a discomfort (physical, psychic and social), the ""culture"" of ""damage reduction"" must be definitively overcome, through the prevention of risk behaviors.",regulationism
Establishment of social vouchers to make the citizen free to choose the structure where you can contact your requests.,regulationism
The voucher is a purchase title corresponding to a monetary value that legitimizes the obtaining of goods or services in accredited structures.,regulationism
"The transition to the management of social and health services with the use of vouchers would oblige the services of the services to operate in a competitive market, improving their quality;",regulationism
"The beneficiary can then choose, in a free market, the body from which to be assisted.",regulationism
"The tool is also effective for counteracting abuses, such as that of false disabled.",regulationism
Medium-long term social programming capable of responding to the social needs present and anticipating future ones.,regulationism
"Reducing to think in the emergency has built the rubber wall against which today and main social issues are clashing: demographic aging, increase migratory flows, new poverty.",regulationism
Substantial investment in the third sector as a social party.,regulationism
"Go beyond the declarations of intent and involve him in the definition of the social policies of which he is the actuator, thus involving the bearers of need",regulationism
"Work insertion of the disadvantaged categories: the overcoming of assistance passes through a radical change of perspective that sees people in difficulty not only ""assisted"", but active part and socio-economic resource of the community.",regulationism
"Simplification, incentive and promotion of tax breaks for private citizens and companies that give resources to non -commercial and non -profit entities.",regulationism
Introduction of the family quotient.,regulationism
An ancient and modern battle to lighten the tax burden proportionally to the number of family members.,regulationism
Criterion aimed at promoting the birth rate for a nation that is slowly dying.,regulationism
Introduction of the quotient only for income that do not exceed a certain threshold and system of family allowances in favor of the poorest bands that would not be benefited.,regulationism
The estimated cost is 12 billion.,regulationism
The annual public spending is 800: the game is worth the candle.,regulationism
"Introduction of the family quotient as a selection criterion for concessions, according to a careful evaluation of the conditions of the family.",regulationism
"They concern the number of children, the age, the condition of unemployment and the presence of disability in the family.",regulationism
"Possibility of access to the period of work abstention, especially in the first year of life, for both parents.",regulationism
4% VAT on children's products.,regulationism
"Enhancement of the public-private offer of nursery schools, also through the promotion of management forms of management, based on a solidarity pact between families and in full respect of the subsidiary principle.",regulationism
"Forms of incentive for the opening of nursery schools in the workplace, condominium and in private houses according to the Tatsmutter model.",regulationism
Italy must rethink its educational system: school and university must return to occupy that central role of training of the person who makes them an irreplaceable factor for the cultural and professional development of the nation.,regulationism
"In the field of school, it is necessary to rationalize public investments to ensure that resources are really used for the constant training of teachers and for the safety of educational institutions, which we imagine as cultural and aggregative poles for the territory in which they are inserted, also openbeyond the didactic time.",regulationism
"The University must attack waste and privileges to honor its social missions: teaching, research and active role in the development of the territory.",regulationism
"It is essential to reduce the time still excessively long, compared to other western states, for the achievement of professional qualifications, which represents a serious disadvantage of competitiveness for our nation.",regulationism
"Strengthen the link between the training system and the company and to re -evaluate humanistic culture, which constitutes one of Italy's most important tools for cultural growth.",regulationism
"Meritocracy, evaluation, transparency, quality and innovation must be the watchwords to be declined in all sectors in which our education and training system is divided, to build a society based on knowledge, culture and education.",regulationism
"Restoration of the process of administrative and financial autonomy of educational and university institutions and combine it with serious criteria of responsibility, to ensure a more careful and more attentive management of the resources to the needs of the structures.",regulationism
"Revision of the geography of university institutions on the national territory, to cancel duplications, useless locations and reduce management costs.",regulationism
"Implementation of cultural and professional evaluation systems of the teaching class, to allow professors to best perform their educational, strategic for the development of Italy.",regulationism
"Incentive of the opening of educational and university institutions beyond the educational hours, relaunching agreements and conventions with sports, cultural and third sector associations, also in synergy with local authorities, to develop activities aimed at students, their families and the territory",regulationism
Enhancement of motor and sporting education both in primary school and in first and second grade secondary school.,regulationism
Sport must be recognized by the fundamental contribution it exerts as an instrument of inclusion and social growth of young people and teaching to follow a correct lifestyle.,regulationism
"For this reason, the 4th and 5th grade, years in which the relationship of the child with physical activity, of the teaching of motor activity by qualified personnel (IUSM) must be foreseen in the 4th and 5th grade.",regulationism
"Attention to the safety problem of all school structures, making the funds intended for school construction immediately allocated and not yet spent and excluding them from the stability pact immediately available.",regulationism
Affirmation of the centrality of the teaching function in the knowledge society.,regulationism
"Today the system is not able to satisfy the aspirations of the positive forces present in the school and university, with the serious risk of frustrating the legitimate expectations and to remove the best talents from the profession.",regulationism
"It is necessary to build a more efficient progression system of the career of teaching staff, under penalty of dispersion of human and professional capital, indispensable to achieve adequate levels of quality in the educational process.",regulationism
"Selling of the bureaucratic procedures to support the European mobility of Italian students, through the development of bilateral exchanges and new partnerships between universities and public research bodies.",regulationism
"Division of the ordinary funding fund to universities not only on the basis of merely quantitative criteria such as the number of members, but above all on parameters of efficiency, excellence, quality of services and research, adequate to the average of standard costs per student in the Member States of'European Union and OECD.",regulationism
"Furthermore, a share must also be intended for the financing of research checks and doctoral bags.",regulationism
Establishment of the fund for the loan of honor.,regulationism
or foster the crony capitalism that corrupts both politicians and corporations.,regulationism
 so  the  missions  of  important  programs  can  succeed  in  the twentyfirst  century.,regulationism
Such an audit would need to be carefully implemented so that the Federal Reserve remains insulated from political pressures,regulationism
It has spent billions more on poorly designed and ineffective housing assistance programs.,regulationism
Fannie Mae and Freddie Mac were a primary cause of the housing crisis because their implicit government guarantee allowed them to avoid market discipline and make risky investments.,regulationism
Their favored political status enriched their politicallyconnected executives and their shareholders at the expense of the nation.,regulationism
"Both Fannie Mae and Freddie Mac should be wound down in size and scope, and their officials should be held to account.",regulationism
and limited to helping firsttime homebuyers and lowand moderateincome borrowers.,regulationism
"Homeownership is an important goal, but public policy must be balanced to reflect the needs of Americans who choose to rent.",regulationism
A comprehensive housing policy should address the demand for apartments and multifamily housing.,regulationism
and a better standard of living.,regulationism
without meddling by special interests.,regulationism
"The federal government should set an example in making those adaptations, especially in promoting portability in pension plans and health insurance.",regulationism
"buying  senatorial  votes  with  special  favors,  ",regulationism
and permitted States to extend health care coverage to children before birth.,regulationism
but  the  taxpayers should  not  serve  as  venture  capitalists  for  risky  endeavors.,regulationism
"Since the current President took office in 2009, consumers pay approximately twice as much for gas at the pump.",regulationism
We  therefore  endorse legislation  to  require  congressional  approval  before any  rule  projected  to  cost  in  excess  of  $100  million  to American  consumers  can  go  into  effect.,regulationism
The  Republican  Party  is  committed  to  saving Medicare  and  Medicaid.,regulationism
" Unless  the  programs’  fiscal ship  is  righted,  the  individuals hurt  the  first  and  the  worst  will  be those  who  depend  on  them  the most.  ",regulationism
" We  will  save  Medicare  by modernizing  it,",regulationism
" by  empowering its  participants, ",regulationism
and  by  putting  it on  a  secure  financial  footing. ,regulationism
 We  welcome  to  the  effort all  who  sincerely  want  to  ensure the  future  for  our  seniors  ,regulationism
and the  poor.,regulationism
 Republicans  are  determined  to  achieve  that  goal  with  a candid  and  honest  presentation of  the  problem  and  its  solutions to  the  American  people.,regulationism
 Poor  quality healthcare  is  the  most  expensive  type  of  care  because it  prolongs  affliction  and  leads  to  ever  more  complications.  ,regulationism
Even  expensive  prevention  is  preferable  to more  costly  treatment  later  on.,regulationism
"  When  approximately 80  percent  of  healthcare  costs  are  related  to  lifestyle –smoking,  obesity,  substance  abuse–far  greater  emphasis  has  to  be  put  upon  personal  responsibility  for health  maintenance.",regulationism
"  Our  goal  for  both  Medicare  and Medicaid  must  be  to  assure  that  every  participant  receives  the  amount  of  care  they  need  at  the  time  they need  it,",regulationism
 whether  for  an  expectant  mother  and  her  baby or  for  someone  in  the  last  moments  of  life.,regulationism
"  Absent  reforms,  these  two  programs  are  headed  for  bankruptcy that  will  endanger  care  for  seniors  and  the  poor.   ",regulationism
 We  can  do  this  without  making any  changes  for  those  55  and  older.,regulationism
"Medicaid, as the dominant payer in the health market in regards to longterm care, births, and individuals with mental illness, is the next frontier of welfare reform.",regulationism
There should be alternatives to hospitalization for chronic health problems.,regulationism
Patients could be rewarded for participating in disease prevention activities.,regulationism
and to avoid the inappropriate institutional placing of patients who prefer to be cared for at home.,regulationism
The situation of public pension systems demands immediate remedial action.,regulationism
"Many regulations are necessary, like those which ensure the safety of food and medicine, especially from overseas.",regulationism
"An industry that  invested  $66  billion  in  2011 alone  needs,  and  deserves,  a more  modern  relationship  with the  federal  government  for  the benefit  of  consumers  here  and worldwide. ",regulationism
 The  taxpayers  must never again be on the hook for the losses of Fannie Mae and Freddie Mac.,regulationism
"The public must never again be left holding the bag for Wall Street giants,",regulationism
"We  propose  reasonable  federal  oversight  of  financial institutions, ",regulationism
"practical  safeguards  for  consumers,",regulationism
"It has created a backdoor amnesty program unrecognized in law, granting worker authorization to illegal aliens,",regulationism
which need federal assistance to advance their commerce nationally through roads and technology.,regulationism
"modernize and improve the Indian Health Service to make it more responsive to local needs,",regulationism
and open access to higher education for Washington residents.,regulationism
"Against the opposition of the current President and leaders of the Democratic Party, they have fought to establish, and now to expand, the D.C. Opportunity Scholarship Program,",regulationism
through which thousands of lowincome children have been able to attend a school of their choice and receive a quality education.,regulationism
D.C.’s Republicans have been in the forefront of exposing and combating the chronic corruption among the city’s top Democratic officials.,regulationism
We join their call for a nonpartisan elected Attorney General to clean up the city’s political culture,regulationism
"After decades of inept oneparty rule, the city’s structural deficit demands congressional attention.",regulationism
We recognize that Congress has the final authority to define the constitutionally valid options for Puerto Rico to achieve a permanent nonterritorial status with government by consent and full enfranchisement.,regulationism
"The Individuals with Disabilities Education Act (IDEA) has opened up unprecedented opportunities for many students,",regulationism
"We urge preventive efforts in early childhood,",regulationism
"especially assistance in gaining prereading skills, to help many students move beyond the need for IDEA’s protections.",regulationism
"Chronic diseases, many of them related to lifestyle, drive healthcare costs, accounting for more than 75 percent of the nation’s medical spending.",regulationism
"We believe that all Americans should have improved access to affordable, coordinated, quality healthcare,",regulationism
Our goal is to encourage the development of a healthcare system that provides higher quality care at a lower cost to all Americans,regulationism
"while protecting the patientphysician relationship based on mutual trust, informed consent, and privileged patient confidentiality.",regulationism
" contain  costs  and  reduce  mandates,",regulationism
" assist  all  patients,  including  those  with  preexisting  conditions, through  reinsurance  and  risk  adjustment;",regulationism
 and  promote  nonlitigation  alternatives  for  dispute  resolution.,regulationism
"We support legislation to cap noneconomic damages in medical malpractice lawsuits,",regulationism
thereby relieving conscientious providers of burdens that are not rightly theirs and addressing a serious cause of escalating medical bills.,regulationism
Today’s highly mobile work force requires portability of insurance coverage that can go with them from job to job.,regulationism
We will ensure that America’s aging population has access to safe and affordable care.,regulationism
"Because seniors overwhelmingly desire to age at home, we will make home care a priority in public policy.",regulationism
and we will work to ensure that quality care is provided across the care continuum from home to nursing home to hospice.,regulationism
"We support federal investment in healthcare delivery systems and solutions creating innovative means to provide greater, more costeffective access to high quality healthcare.",regulationism
We call for expanded support for the stemcell research that now offers the greatest hope for many afflictions–,regulationism
and lifesaving devices and drugs to our nation’s patients.,regulationism
"that U.S. patients benefit first from new devices and drugs,",regulationism
Frivolous medical malpractice lawsuits have ballooned the cost of healthcare for the average American.,regulationism
Physicians are increasingly practicing defensive medicine because of the looming threat of malpractice liability.,regulationism
"Moreover, some medical practitioners are avoiding patients with complex and highrisk medical problems because of the high costs of medical malpractice lawsuits.",regulationism
and subsequently decreasing access to care for all patients.,regulationism
"We are committed to aggressively pursuing tort reform legislation to help avoid the practice of defensive medicine,",regulationism
"to keep healthcare costs low,",regulationism
and improve healthcare quality.,regulationism
We do not believe in a one size fits all approach to education,regulationism
"Maintaining American preeminence requires a worldclass system of education, with high standards, in which all students can reach their potential.",regulationism
Today’s education reform movement calls for accountability at every stage of schooling.,regulationism
It affirms higher expectations for all students and rejects the crippling bigotry of low expectations.,regulationism
Education is much more than schooling.,regulationism
That is why education choice has expanded so vigorously.,regulationism
"They have not succeeded, but they have done immense damage.",regulationism
More money alone does not necessarily equal better performance.,regulationism
"After years of trial and error, we know what does work, what has actually made a difference in student advancement, and what is powering education reform at the local level all across America: accountability on the part of administrators, parents and teachers;",regulationism
higher academic standards;,regulationism
programs that support the development of character and financial literacy;,regulationism
"periodic rigorous assessments on the fundamentals, especially math, science, reading, history, and geography;",regulationism
"transparency, so parents and the public can discover which schools best serve their pupils;",regulationism
"We advocate the policies and methods that have proven effective: building on the basics, especially STEM subjects (science, technology, engineering, and math) and phonics;",regulationism
merit pay for good teachers;,regulationism
"and strong leadership by principals, superintendents, and locally elected school boards.",regulationism
"Because technology has become an essential tool of learning, proper implementation of technology is a key factor in providing every child equal access and opportunity.",regulationism
"We support options for learning, including home schooling and local innovations like singlesex classes, fullday school hours, and yearround schools.",regulationism
"The bulk of the federal money through Title I for lowincome children and through IDEA for disabled youngsters should follow the students to whatever school they choose so that eligible pupils, through open enrollment, can bring their share of the funding with them.",regulationism
The Republicanfounded D.C. Opportunity Scholarship Program should be expanded as a model for the rest of the country.,regulationism
"Because parents are a child’s first teachers, we support family literacy programs, which improve the reading, language, and life skills of both parents and children from lowincome families.",regulationism
"Higher education faces its own challenges, many of which stem from the poor preparation of students before they reach college.",regulationism
One consequence has been the multiplying number of remedial courses for freshmen.,regulationism
"Even so, our universities, large and small, public or private, form the world’s greatest assemblage of learning.",regulationism
"College costs, however, are on an unsustainable trajectory, rising year by year far ahead of overall inflation.",regulationism
"and efforts should be taken to provide families with greater transparency and the information they need to make prudent choices about a student’s future: completion rates, repayment rates, future earnings, and other factors that may affect their decisions.",regulationism
"however, it should serve as an insurance guarantor for the private sector as they offer loans to students.",regulationism
Any regulation that drives tuition costs higher must be reevaluated to balance its worth against its negative impact on students and their parents.,regulationism
And it demands a full and prompt investigation by a special counsel.,regulationism
"Subsequent leaks by senior Administration officials regarding cyber warfare, the use of drones against Al Qaeda and its operatives, and the targeting of our enemies—unprecedented leaks that compromised key sources and methods and damaged our national security—served the single purpose of propping up the image of a weak President.",regulationism
"These shall continue and not be reduced or otherwise diminished while in service, or upon separation, or retirement.",regulationism
 The  nation  must  also  recognize  the  ultimate  sacrifice  of  survivors  and  protect their  benefits.  ,regulationism
"Our wounded warriors, whether still in service or discharged, deserve the best medical care our country can provide.",regulationism
"The nature of the fighting in Iraq and Afghanistan has resulted in an unprecedented incidence of traumatic brain injury, loss of limbs, and posttraumatic stress disorder which calls for a new commitment of resources and personnel for its treatment and care to promote recovery.",regulationism
"We must make military and veterans’ medicine the gold standard for mental health care, advances in prosthetics, and treatment of trauma  and  eye  injuries. ",regulationism
Asymmetrical  or  nontraditional  warfare  results  in  a  high incidence  of  severe  conditions  that  must  receive  high priority  ,regulationism
We are committed to ending homelessness for our veterans.,regulationism
This is especially important with regard to the determination of veterans’ disability claims.,regulationism
", most of which is based on an outdated, statist, governmenttogovernment model, the proven breeding ground for corruption and mismanagement by foreign kleptocrats.",regulationism
" In  short,  aid  money  should follow  positive  outcomes,  not  pleas  for  more  cash  in the  same  corrupt  official  pockets.",regulationism
"PEPFAR, President George W. Bush’s Plan for AIDS Relief, is one of the most successful global health programs in history.",regulationism
It has saved literally millions of lives.,regulationism
"We will expect the Afghan government to crackdown on corruption,",regulationism
· We will open rights to unemployment insurance to employees who resign.,regulationism
· This right will only be used once every five years.,regulationism
We will make a massive effort for learning.,regulationism
We will develop pre -learning periods and work -study sectors in all vocational high schools.,regulationism
· Professional licenses will be prepared over three years and alternating.,regulationism
"· We will put an end to any form of unfair competition by allowing all craftsmen and traders each year to opt or not, according to their needs, for the tax regime of microentreprise.",regulationism
· We will create a bonus-malus on unemployment insurance.,regulationism
· We will launch a large investment plan of 50 billion euros.,regulationism
"· This 5 -year plan will be put at the service of the qualifications of all citizens, the ecological transition, the digital revolution, the modernization of public services and urban renovation.",regulationism
"We want to put an end to the passers, the arrangements, the fraud, the corruption.",regulationism
"None of our candidates for elections - local, national and European - will have a criminal record.",regulationism
Our future elected officials will have the absolute ban on hiring family members in their team.,regulationism
· We will end the injustices of our pension system.,regulationism
· A universal system with common pension calculation rules will be gradually implemented.,regulationism
· Changing activity or sector will have no effect on retirement rights.,regulationism
"· We will not touch the retirement age, nor in terms of pensions.",regulationism
"Education was the engine of this progression, and the teachers were the craftsmen.",regulationism
"It is thanks to them that France is one of the world's first powers, while it represents less than 1% of the world's population.",regulationism
"Since our school performances have decreased, our country has experienced difficulties: it is no coincidence.",regulationism
It’s not just a matter of knowledge: it’s a matter of justice.,regulationism
"· We will give priority to primary school so that all students can read, write and count when arriving in 6th grade.",regulationism
· We prohibit the use of mobile phones in the premises of primary schools and colleges.,regulationism
· We will give more autonomy to educational teams.,regulationism
They will be followed and evaluated.,regulationism
· Teacher training will be adapted to this new framework.,regulationism
"· We will limit to 12 students per teacher the size of the 12,000 classes of CP and CE1 in priority zone.",regulationism
"· We will make it possible to restore bi-langue routes to college, European routes and real teaching in Greek and Latin.",regulationism
· We will offer everyone support after class.,regulationism
"In college, we will restore studies led after class thanks to volunteers (students and retirees).",regulationism
· We will modernize the baccalaureate.,regulationism
· There will now be 4 compulsory subjects on the final exam.,regulationism
The others will be validated by continuous control.,regulationism
· We will strengthen the autonomy of universities.,regulationism
· They will be able to recruit their teachers and define their training courses.,regulationism
"· We will open 80,000 places in professionalizing sectors.",regulationism
"· We will ask each vocational high school and university to publish its results (outlets, wages, etc.) over the last 3 years.",regulationism
"· We will build 80,000 dwellings for young people.",regulationism
· We will reserve access to European public markets for companies which locate at least half of their production in Europe as part of a Buy European Act.,regulationism
· We will generalize Erasmus and extend it to apprentices.,regulationism
"· 200,000 French students and apprentices will leave each year in a country of the European Union.",regulationism
We will increase the minimum old age by 100 euros per month.,regulationism
· We will create a unique social payment.,regulationism
"· All social allowances (APL, RSA, etc.) will be paid on the same day of the month, a maximum quarter after the finding of income (against up to 2 years today).",regulationism
"· We will set up the care at 100% of hearing and dental glasses and prostheses by 2022, in connection with mutuals and all health professionals.",regulationism
"· We will devote 5 billion euros to our health investment plan, including the transformation of our city medicine and our hospitals.",regulationism
· We will create a health service.,regulationism
"· 40,000 health students will spend 3 months to prevention actions in schools and businesses.",regulationism
We will double the number of nursing homes.,regulationism
"To fight against medical deserts, these houses will bring together doctors, nurses, speech therapists, physiotherapists, sports professionals ...",regulationism
· We will give access to a school assistant to all the children who need it to have schooling like the others.,regulationism
· We will increase the disabled adult allowance (AAH) by 100 euros per month.,regulationism
· We will give prefects the ability to adapt the organization of state services to the needs of each region and department.,regulationism
"Year after year, the look we look at on our political class deteriorates without anything really changing.",regulationism
"Practices that we thought impossible, because they are obviously unacceptable, are actually spread - as hired by the elected officials of their own family.",regulationism
"The suspicion has settled, which nourishes the extremes and weakens our political life.",regulationism
"· It will include: o The prohibition for parliamentarians to exercise advice activities in parallel with their mandate, to end conflicts of interest.",regulationism
o The prohibition of any hiring by an elected official or a minister of a family member.,regulationism
o The ban on the cumulation of more than three successive identical mandates.,regulationism
o The prohibition for all holders of a criminal record (level B2) to present themselves to an election.,regulationism
"We will remove at least a quarter of the departments, where they can be brought closer to one of our large metropolises.",regulationism
· We will speed up the construction of housing where it is necessary.,regulationism
We will set up accelerated procedures in areas where housing is too expensive.,regulationism
· This will build housing faster and lower real estate prices.,regulationism
"Like generations before us, we are living through a time of profound national change.",regulationism
"At such moments, our country requires strong and stable leadership that is capable of taking the right long-term decisions for the United Kingdom’s future security and prosperity.",regulationism
"For at this moment of national change, we believe that Britain faces five giant challenges, each of which requires strong leadership, concerted effort and intelligent policy to address.",regulationism
"our public services,",regulationism
An ageing society.,regulationism
"We need to respond to the reality of an ageing society, giving people security in old age and caring for those with long-term health conditions,",regulationism
"but if we show leadership and grasp the opportunities that these giant challenges present, Britain can emerge from Brexit, look beyond it and launch into the future with confidence.",regulationism
We must reject the ideological templates provided by the socialist left and the libertarian right and instead embrace the mainstream view that recognises the good that government can do.,regulationism
We will also stand up to those in positions of power who abuse that privilege.,regulationism
We will run public services in accordance with their values as important local and national institutions.,regulationism
And they are the people who deserve strong and stable leadership from a government that is determined to address the five giant challenges we face – and make the right long-term decisions for the future of the United Kingdom.,regulationism
"To do that, we will need a state that is strong and strategic, nimble and responsive to the needs of people.",regulationism
"While it is never true that government has all the answers, government can and should be a force for good",regulationism
"If we are going to make sure Britain emerges from Brexit as a strong and united nation, we will need strong leadership and good government:",regulationism
"as well as long-lasting injustices, such as the lack of care for people with mental health problems,",regulationism
"If we are going to cope with our ageing society and if we want to give security to people in old age while being fair to younger generations, we are going to need positive, active government that will deal with increased demand for social care,",regulationism
fund and improve our National Health Service,regulationism
and build more houses across the country.,regulationism
and the strong leadership only government can provide.,regulationism
We do not believe in untrammelled free markets.,regulationism
a belief not just in society but in the good that government can do;,regulationism
We have three of the world’s top ten universities,regulationism
– and the welfare of children and younger people – are still protected.,regulationism
better regulation,regulationism
"A new deal for ordinary, working people giving them a decent living wage",regulationism
Competitive and affordable energy costs following a new independent review into the cost of energy.,regulationism
and effective regulation.,regulationism
We will set rules for businesses that inspire the confidence of workers and investors alike.,regulationism
